"","id","genome_fraction","observed_region_hits","fold_enrichment","p_value","p_adjust","mean_tss_dist","observed_gene_hits","gene_set_size","fold_enrichment_hyper","p_value_hyper","p_adjust_hyper"
"11","HALLMARK_BILE_ACID_METABOLISM",0.010124933897017,503,1.02469652008274,0.297148682273334,1,214895,74,109,1.08355717101522,0.150386804295868,0.417741123044077
"12","HALLMARK_APICAL_SURFACE",0.00541787071536947,270,1.02790883648923,0.333243617911487,1,333963,26,42,0.988031217071153,0.607336904092918,0.951322386650211
"13","HALLMARK_ADIPOGENESIS",0.0147749761482945,720,1.00513681644576,0.449990216023781,1,261667,114,191,0.952616485569207,0.823494323408493,0.999999986901511
"14","HALLMARK_XENOBIOTIC_METABOLISM",0.0132111435434146,643,1.00389902943294,0.46578939577921,1,175593,122,187,1.04127354098572,0.256186633767642,0.609968175637243
"15","HALLMARK_UV_RESPONSE_UP",0.013167365735952,638,0.999404390056001,0.511411994344205,1,320196,85,147,0.922886301659869,0.902738178263701,0.999999986901511
"16","HALLMARK_P53_PATHWAY",0.0155836181715898,753,0.996657984481557,0.541838538383893,1,257780,109,192,0.906091128155397,0.960643505928503,0.999999986901511
"17","HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",0.00257097033189068,121,0.970750846723182,0.640176377139214,1,207162,26,43,0.965053746906708,0.678993135211516,0.9999662291842
"18","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.00569097710603535,270,0.978580141778894,0.64747497136908,1,285393,26,39,1.06403361838432,0.367034271745842,0.764977509793347
"19","HALLMARK_ESTROGEN_RESPONSE_LATE",0.0184162181336891,882,0.98784227394928,0.647629881449126,1,197491,132,190,1.10883503389524,0.0289412601266409,0.131551182393822
"20","HALLMARK_CHOLESTEROL_HOMEOSTASIS",0.00631000425621185,293,0.95776164469362,0.778155452819915,1,274939,45,69,1.04090245276727,0.379650575169826,0.764977509793347
"21","HALLMARK_PI3K_AKT_MTOR_SIGNALING",0.00912531640112063,426,0.962899896976341,0.789627581650786,1,347540,48,98,0.781738984935418,0.997920694464359,0.999999986901511
"22","HALLMARK_IL2_STAT5_SIGNALING",0.0212862136466349,1004,0.972869904478114,0.814805524962265,1,273553,141,191,1.17823617951981,0.000677845761381191,0.00847307201726488
"23","HALLMARK_ANDROGEN_RESPONSE",0.0113306166864936,522,0.95024682700497,0.88441605106867,1,271337,71,98,1.15632224855031,0.0265442584602166,0.131551182393822
"24","HALLMARK_COAGULATION",0.00974464651190241,445,0.94191864582398,0.90269203302468,1,225879,89,126,1.12736895281196,0.0370772966701013,0.154488736125422
"25","HALLMARK_COMPLEMENT",0.0176929933000129,818,0.95361146404553,0.91824116883586,1,292166,125,185,1.07841245106519,0.0938643396012915,0.293326061254036
"26","HALLMARK_TGF_BETA_SIGNALING",0.00689465865349119,307,0.918427921925619,0.937797962096922,1,318530,40,50,1.27684034206118,0.00656377967396338,0.0410236229622711
"27","HALLMARK_G2M_CHECKPOINT",0.0186070679967809,854,0.946671709463226,0.949800269205951,1,335053,108,195,0.883966390657742,0.984822925695127,0.999999986901511
"28","HALLMARK_SPERMATOGENESIS",0.0131276047095482,590,0.927013360420188,0.97064524486631,1,280395,83,129,1.02691616658022,0.382488754896674,0.764977509793347
"29","HALLMARK_APICAL_JUNCTION",0.0172714205541232,783,0.935089489652286,0.973047589915556,1,225874,122,179,1.08781090594598,0.0721718513658585,0.257756612020923
"30","HALLMARK_OXIDATIVE_PHOSPHORYLATION",0.012207789419918,546,0.922518504368525,0.973567195454887,1,279676,88,187,0.751082554153637,0.999995243630443,0.999999986901511
"31","HALLMARK_NOTCH_SIGNALING",0.00367379799587563,153,0.859004879256856,0.974935580809207,1,265636,20,30,1.06403361838432,0.401301467852391,0.76927025645762
"32","HALLMARK_HEME_METABOLISM",0.0148565089744677,668,0.927425783497388,0.977227158858366,1,217327,122,190,1.02483237981227,0.357638476064277,0.764977509793347
"33","HALLMARK_IL6_JAK_STAT3_SIGNALING",0.00596587096427237,248,0.857427281706162,0.994035085267442,1,171496,50,79,1.01015849846613,0.503650316031967,0.868362613848218
"34","HALLMARK_FATTY_ACID_METABOLISM",0.0117300484586203,498,0.875687215413229,0.998898995910261,1,226842,84,147,0.912028815757988,0.928631884465822,0.999999986901511
"35","HALLMARK_DNA_REPAIR",0.00744450355803454,302,0.836740275829389,0.999365013652067,1,267066,66,138,0.763328465362664,0.999864025768104,0.999999986901511
"36","HALLMARK_UNFOLDED_PROTEIN_RESPONSE",0.00764293492517205,310,0.836606057422148,0.99945827231252,1,325016,61,109,0.893202532863901,0.938018111551359,0.999999986901511
"37","HALLMARK_MYC_TARGETS_V1",0.0113358878606202,472,0.858827476467316,0.999693975019941,1,271849,97,184,0.841396149320209,0.997758343098827,0.999999986901511
"38","HALLMARK_MTORC1_SIGNALING",0.0154535462907787,651,0.868905015236865,0.999897155723497,1,294199,102,189,0.861360548215877,0.994293260956629,0.999999986901511
"39","HALLMARK_INFLAMMATORY_RESPONSE",0.0205773940791319,882,0.884092452560782,0.999922915140337,1,235398,131,190,1.10043476848694,0.0407846012662805,0.156863851024156
"40","HALLMARK_UV_RESPONSE_DN",0.02749707932105,1187,0.89039687120221,0.999982898038112,1,300984,114,136,1.33786579958617,4.67160619077589e-08,1.61136702869769e-06
"41","HALLMARK_PROTEIN_SECRETION",0.00915784483878251,353,0.795061817493922,0.999996860761854,1,303377,54,94,0.916880032863084,0.87513590505693,0.999999986901511
"42","HALLMARK_PEROXISOME",0.00773974173152368,279,0.74352779317626,0.999999921914748,1,223646,60,97,0.987247687160709,0.608846327456135,0.951322386650211
"43","HALLMARK_APOPTOSIS",0.0147220496113629,556,0.778979425959591,0.999999999720402,1,298108,83,155,0.854659261218373,0.99203236544699,0.999999986901511
"44","HALLMARK_E2F_TARGETS",0.0126906565427381,460,0.747641179273969,0.999999999980641,1,326081,84,194,0.691073381012496,0.999999986901511,0.999999986901511
"45","HALLMARK_MITOTIC_SPINDLE",0.0177895543338286,675,0.782633038295733,0.999999999990059,1,258275,126,188,1.0696933716736,0.120795370311914,0.355280500917393
"46","HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.0229177031415612,895,0.805510894262379,0.999999999994636,1,296578,125,190,1.05003317603716,0.20596321462265,0.514908036556625
"47","HALLMARK_ALLOGRAFT_REJECTION",0.0152371343819206,551,0.745877959161628,0.999999999999857,1,238967,112,169,1.0577375614708,0.185249919738276,0.487499788784937
"48","HALLMARK_INTERFERON_ALPHA_RESPONSE",0.00610062818190482,176,0.595055651120904,0.999999999999983,1,236548,50,83,0.96147616119065,0.717503135952596,0.999999986901511
"49","HALLMARK_HYPOXIA",0.0207559614427185,739,0.734380363676916,1,1,285378,121,190,1.01643211440397,0.415467020403919,0.76927025645762
"50","HALLMARK_INTERFERON_GAMMA_RESPONSE",0.0162880648942216,519,0.657229940358231,1,1,242858,110,176,0.997531517235299,0.550632905324167,0.917721508873611
