"","id","genome_fraction","observed_region_hits","fold_enrichment","p_value","p_adjust","mean_tss_dist","observed_gene_hits","gene_set_size","fold_enrichment_hyper","p_value_hyper","p_adjust_hyper"
"23","HALLMARK_TGF_BETA_SIGNALING",0.00689465865349119,34,1.20600480144722,0.157609718762481,0.342629823396697,224501,17,50,1.67812431842966,0.0162196595873499,0.0564481220710829
"24","HALLMARK_MTORC1_SIGNALING",0.0154535462907787,71,1.12360349330269,0.176141722178334,0.366961921204862,232890,43,189,1.12292788192461,0.219843529466471,0.407117647160132
"25","HALLMARK_HEME_METABOLISM",0.0148565089744677,68,1.11937352910298,0.189944440560767,0.379888881121533,204337,37,190,0.96115479538541,0.635502520384702,0.81228289950889
"26","HALLMARK_MYC_TARGETS_V1",0.0113358878606202,52,1.12183940850639,0.220420622712816,0.423885812909262,146131,38,184,1.01932103740932,0.476666996071053,0.700980876575078
"27","HALLMARK_PEROXISOME",0.00773974173152368,36,1.13751968597958,0.241013072741564,0.44632050507697,261516,17,97,0.865012535273022,0.785075199831286,0.892130908899188
"28","HALLMARK_P53_PATHWAY",0.0155836181715898,69,1.08283848249321,0.268842784183315,0.480076400327349,184208,37,192,0.951142766266812,0.662319752841386,0.81228289950889
"29","HALLMARK_ANGIOGENESIS",0.00424768605829688,20,1.15149080427096,0.294004807587497,0.501237741099936,144777,13,35,1.83324505374669,0.0156702340714521,0.0564481220710829
"30","HALLMARK_IL2_STAT5_SIGNALING",0.0212862136466349,92,1.05699345957318,0.309769398530481,0.501237741099936,200385,59,191,1.52462788400601,0.000316019555380853,0.00316019555380853
"31","HALLMARK_INFLAMMATORY_RESPONSE",0.0205773940791319,89,1.05774875110692,0.31076739948196,0.501237741099936,216421,51,190,1.32483498823394,0.0169344366213249,0.0564481220710829
"32","HALLMARK_INTERFERON_GAMMA_RESPONSE",0.0162880648942216,69,1.03600652147846,0.400027809019239,0.624803613544805,239740,33,176,0.925436205016358,0.720112296040669,0.857276542905559
"33","HALLMARK_DNA_REPAIR",0.00744450355803454,32,1.05122849843331,0.412370384939572,0.624803613544805,189729,15,138,0.536484756531222,0.998897798837554,0.998897798837554
"34","HALLMARK_COAGULATION",0.00974464651190241,40,1.00386841730679,0.511570158599079,0.752309056763351,259629,20,126,0.783438057156705,0.913313606818349,0.972690546522821
"35","HALLMARK_MYC_TARGETS_V2",0.00298387329839185,12,0.983521271803646,0.561395670500256,0.801993815000366,192724,9,56,0.793231032871164,0.827703638893381,0.919670709881534
"36","HALLMARK_HYPOXIA",0.0207559614427185,83,0.977953322643606,0.59625207601735,0.821270757809839,248595,49,190,1.27288067496987,0.0375309677086031,0.117284274089385
"37","HALLMARK_BILE_ACID_METABOLISM",0.010124933897017,40,0.966163628386717,0.607740360779281,0.821270757809839,206575,22,109,0.996188208457975,0.546308899900923,0.738255270136382
"38","HALLMARK_G2M_CHECKPOINT",0.0186070679967809,73,0.959462057261161,0.655164248074833,0.85359284125134,251152,43,195,1.08837625478847,0.291803009365188,0.471148504095998
"39","HALLMARK_CHOLESTEROL_HOMEOSTASIS",0.00631000425621185,24,0.930174605966783,0.665802416176045,0.85359284125134,175994,14,69,1.00143821219161,0.545575418560186,0.738255270136382
"40","HALLMARK_ANDROGEN_RESPONSE",0.0113306166864936,40,0.863354850118483,0.843911145815802,0.997356670031005,321307,23,98,1.15836912736741,0.248243941062149,0.433185192636033
"41","HALLMARK_KRAS_SIGNALING_DN",0.0194667122465564,71,0.891966675025227,0.848881752454657,0.997356670031005,215021,44,183,1.18671600788983,0.11879561827215,0.262055228573847
"42","HALLMARK_UV_RESPONSE_DN",0.02749707932105,102,0.907186324412778,0.852593339493628,0.997356670031005,302593,47,136,1.70570594650074,6.81490741603064e-05,0.00127130456339201
"43","HALLMARK_SPERMATOGENESIS",0.0131276047095482,46,0.856949500741971,0.87094077647673,0.997356670031005,220034,32,129,1.22434970792862,0.12054540514397,0.262055228573847
"44","HALLMARK_KRAS_SIGNALING_UP",0.0267661963921638,98,0.895410751796427,0.877673869627285,0.997356670031005,273003,54,190,1.40276645813006,0.00429125352685644,0.0238402973714247
"45","HALLMARK_MYOGENESIS",0.0176287050595731,62,0.860110337032293,0.898011742009644,0.99779082445516,138131,41,186,1.08796801163213,0.298370682164761,0.471148504095998
"46","HALLMARK_HEDGEHOG_SIGNALING",0.0068652302857532,20,0.71245555239553,0.954000991334678,0.999826360536541,182023,12,36,1.64521992002908,0.0461725309724774,0.135801561683757
"47","HALLMARK_INTERFERON_ALPHA_RESPONSE",0.00610062818190482,16,0.64139905461757,0.977467822577526,0.999826360536541,301897,9,83,0.535192022178135,0.992441593499882,0.998897798837554
"48","HALLMARK_E2F_TARGETS",0.0126906565427381,37,0.713018047987571,0.987676579356056,0.999826360536541,213391,27,194,0.6869217191874,0.991578586399874,0.998897798837554
"49","HALLMARK_APICAL_JUNCTION",0.0172714205541232,50,0.707986268447262,0.996068239710326,0.999826360536541,209568,33,179,0.90992610102167,0.756338536227181,0.879463414217653
"50","HALLMARK_MITOTIC_SPINDLE",0.0177895543338286,45,0.618629085557246,0.999826360536541,0.999826360536541,163267,38,188,0.997633355762315,0.535853464935828,0.738255270136382
