"","id","genome_fraction","observed_region_hits","fold_enrichment","p_value","p_adjust","mean_tss_dist","observed_gene_hits","gene_set_size","fold_enrichment_hyper","p_value_hyper","p_adjust_hyper"
"30","HALLMARK_APICAL_JUNCTION",0.0172714205541232,633,0.985218846297838,0.652633436627454,1,184704,97,179,1.07172246952518,0.184050948224459,0.344906556013436
"31","HALLMARK_PANCREAS_BETA_CELLS",0.00532850108126963,179,0.903035935171983,0.921706953398202,1,284728,21,36,1.15366688515039,0.221995844193926,0.369993073656543
"32","HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",0.00257097033189068,82,0.857380984885882,0.928983682723037,1,74806,25,43,1.14983410480105,0.200045802487793,0.344906556013436
"33","HALLMARK_HEME_METABOLISM",0.0148565089744677,507,0.91737784976856,0.97722004952493,1,161802,97,190,1.00967537918425,0.47513812442053,0.64207854651423
"34","HALLMARK_MYC_TARGETS_V1",0.0113358878606202,378,0.89638239611385,0.985934079689848,1,153078,75,184,0.806133693039869,0.997052168654385,0.999942938495322
"35","HALLMARK_INTERFERON_ALPHA_RESPONSE",0.00610062818190482,192,0.846026043332659,0.992112811258747,1,106354,41,83,0.976943386392413,0.62666155759976,0.764221411707025
"36","HALLMARK_ESTROGEN_RESPONSE_EARLY",0.0224556711982548,761,0.910994334869922,0.996016012930199,1,270951,117,190,1.2178558697377,0.00138341695723398,0.00864635598271241
"37","HALLMARK_CHOLESTEROL_HOMEOSTASIS",0.00631000425621185,192,0.817953540601759,0.998211863679424,1,122235,45,69,1.28981390886379,0.00981806772853644,0.0446275805842565
"38","HALLMARK_KRAS_SIGNALING_DN",0.0194667122465564,643,0.887923241358682,0.999088753680155,1,244064,104,183,1.12394712932684,0.0513687927483235,0.142691090967565
"39","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.00569097710603535,163,0.769941672311536,0.999788042591755,1,154352,28,39,1.41989770480048,0.00574705772308048,0.0287352886154024
"40","HALLMARK_OXIDATIVE_PHOSPHORYLATION",0.012207789419918,368,0.81034106814942,0.99998790069519,1,204506,80,187,0.846081138078208,0.986653659277047,0.999942938495322
"41","HALLMARK_GLYCOLYSIS",0.0186303009903435,565,0.815240293266496,0.999999816319296,1,213763,97,192,0.999157927317748,0.533731031951009,0.702277673619749
"42","HALLMARK_APICAL_SURFACE",0.00541787071536947,132,0.65494126441742,0.999999932326511,1,212732,28,42,1.31847644017187,0.0257250383615319,0.0918751370054712
"43","HALLMARK_APOPTOSIS",0.0147220496113629,426,0.777854524711498,0.999999976824998,1,150520,86,155,1.09731265020756,0.125039820196347,0.284181409537152
"44","HALLMARK_HEDGEHOG_SIGNALING",0.0068652302857532,147,0.575598011828713,0.999999999999942,1,245345,27,36,1.48328599519336,0.00240517712930166,0.013362095162787
"45","HALLMARK_MTORC1_SIGNALING",0.0154535462907787,406,0.706244268419873,0.99999999999997,1,162917,102,189,1.06733807061533,0.192731828891531,0.344906556013436
"46","HALLMARK_NOTCH_SIGNALING",0.00367379799587563,57,0.417077385919506,0.999999999999996,1,115976,24,30,1.58217172820625,0.000872813526383687,0.00727344605319739
"47","HALLMARK_PROTEIN_SECRETION",0.00915784483878251,201,0.590010630401764,1,1,194396,53,94,1.11509443610281,0.151948648007336,0.319896068039453
"48","HALLMARK_DNA_REPAIR",0.00744450355803454,146,0.52719850990734,1,1,136296,54,138,0.773888345318274,0.997374739810614,0.999942938495322
"49","HALLMARK_E2F_TARGETS",0.0126906565427381,239,0.506256800911698,1,1,243455,72,194,0.733997193497744,0.999942938495322,0.999942938495322
"50","HALLMARK_PI3K_AKT_MTOR_SIGNALING",0.00912531640112063,144,0.424200934168169,1,1,180419,47,98,0.948495806450175,0.731793497512676,0.871182735134138
