"","id","genome_fraction","observed_region_hits","fold_enrichment","p_value","p_adjust","mean_tss_dist","observed_gene_hits","gene_set_size","fold_enrichment_hyper","p_value_hyper","p_adjust_hyper"
"14","HALLMARK_HEME_METABOLISM",0.0148565089744677,29,1.62531753507567,0.00876307565424006,0.026915160938023,110302,4,190,0.543704482318492,0.939564474058898,0.961935056774586
"15","HALLMARK_XENOBIOTIC_METABOLISM",0.0132111435434146,26,1.63866406217882,0.0114258609269988,0.0327541346573966,351191,7,187,0.966747274710688,0.589952454182073,0.667577777100767
"16","HALLMARK_COMPLEMENT",0.0176929933000129,32,1.50593302646671,0.0166771074784386,0.0448197263483039,348731,11,185,1.53559779465628,0.105143791967874,0.21529254926331
"17","HALLMARK_P53_PATHWAY",0.0155836181715898,28,1.49605212489125,0.025658085400345,0.0648998630714608,426579,13,192,1.74863290537328,0.0363706974547169,0.176516426570589
"18","HALLMARK_IL6_JAK_STAT3_SIGNALING",0.00596587096427237,13,1.81437264353568,0.0311829019095693,0.0721816502815026,433051,6,79,1.96146553747811,0.0854951624179445,0.19348905178798
"19","HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.0229177031415612,38,1.38060518345875,0.0318942175662453,0.0721816502815026,258719,18,190,2.44667017043322,0.000434541412049683,0.00622842690604545
"20","HALLMARK_ADIPOGENESIS",0.0147749761482945,25,1.40886770095878,0.0588321407653463,0.126489102645494,279972,11,191,1.4873591204786,0.123526965108409,0.21529254926331
"21","HALLMARK_ANGIOGENESIS",0.00424768605829688,8,1.56817515359332,0.143743304861946,0.294331529003032,187683,4,35,2.95153861830039,0.0451553649366623,0.176516426570589
"22","HALLMARK_INFLAMMATORY_RESPONSE",0.0205773940791319,30,1.21391386670552,0.164529369193891,0.31847437806904,135720,12,190,1.63111344695548,0.0662021333693973,0.183522920585815
"23","HALLMARK_SPERMATOGENESIS",0.0131276047095482,20,1.26853220451577,0.17034676036251,0.31847437806904,297868,8,129,1.6016101029537,0.12792972458154,0.21529254926331
"24","HALLMARK_ALLOGRAFT_REJECTION",0.0152371343819206,22,1.20219903672776,0.2203924398961,0.394869788147179,131745,7,169,1.06971444006449,0.482423718395113,0.592691996885424
"25","HALLMARK_COAGULATION",0.00974464651190241,14,1.19624170310459,0.286915396067166,0.493494481235526,175331,8,126,1.63974367683355,0.11609485967679,0.21529254926331
"26","HALLMARK_ANDROGEN_RESPONSE",0.0113306166864936,15,1.10228704687796,0.387862738108988,0.641465297641788,218055,8,98,2.10824187021456,0.0362485131273408,0.176516426570589
"27","HALLMARK_NOTCH_SIGNALING",0.00367379799587563,5,1.13321345926681,0.451305294555252,0.718745469106512,78881,4,30,3.44346172135045,0.0274643089312481,0.176516426570589
"29","HALLMARK_DNA_REPAIR",0.00744450355803454,9,1.00661584020723,0.536994993667825,0.799496541975425,111794,6,138,1.12286795261428,0.44544982734266,0.563363016933364
"30","HALLMARK_ESTROGEN_RESPONSE_LATE",0.0184162181336891,22,0.994670466186905,0.539195342262496,0.799496541975425,335066,11,190,1.49518732637585,0.120345640321708,0.21529254926331
"31","HALLMARK_HYPOXIA",0.0207559614427185,24,0.962776273496513,0.60216166208232,0.828747749723988,220685,13,190,1.7670395675351,0.0338496198537714,0.176516426570589
"32","HALLMARK_MYC_TARGETS_V1",0.0113358878606202,13,0.954871220104626,0.603541271734883,0.828747749723988,109487,8,184,1.12286795261428,0.420263521306666,0.563363016933364
"33","HALLMARK_PANCREAS_BETA_CELLS",0.00532850108126963,6,0.937568882218201,0.616742511422502,0.828747749723988,233112,3,36,2.15216357584403,0.161930739996062,0.248679350708238
"34","HALLMARK_IL2_STAT5_SIGNALING",0.0212862136466349,24,0.938792945631122,0.650205041136976,0.847236871784544,314395,12,191,1.62257358597665,0.0682875983575126,0.183522920585815
"35","HALLMARK_OXIDATIVE_PHOSPHORYLATION",0.012207789419918,12,0.818467067348543,0.793418775250612,0.991843126868523,123009,6,187,0.82864052118059,0.735615570273167,0.811063321070415
"36","HALLMARK_KRAS_SIGNALING_DN",0.0194667122465564,19,0.812677029111713,0.846678948518127,0.991843126868523,64907,7,183,0.987878362682507,0.566968365187942,0.658909181164365
"37","HALLMARK_GLYCOLYSIS",0.0186303009903435,18,0.804469579732591,0.852065326023705,0.991843126868523,214852,11,192,1.47961245839277,0.126754740284824,0.21529254926331
"38","HALLMARK_INTERFERON_ALPHA_RESPONSE",0.00610062818190482,5,0.682421090323492,0.855596590008575,0.991843126868523,72104,4,83,1.2446247185604,0.401567689522134,0.557013246756508
"39","HALLMARK_INTERFERON_GAMMA_RESPONSE",0.0162880648942216,15,0.766794096645083,0.87902790431763,0.991843126868523,107223,12,176,1.76086110750875,0.0413204736756101,0.176516426570589
"40","HALLMARK_ESTROGEN_RESPONSE_EARLY",0.0224556711982548,21,0.778664269482377,0.900119099267874,0.991843126868523,353707,12,190,1.63111344695548,0.0662021333693973,0.183522920585815
"41","HALLMARK_MTORC1_SIGNALING",0.0154535462907787,13,0.700442013034808,0.928618601758595,0.991843126868523,264882,3,189,0.409935919208387,0.978994596884838,0.978994596884838
"44","HALLMARK_E2F_TARGETS",0.0126906565427381,9,0.590493894367095,0.967788263590827,0.991843126868523,247630,5,194,0.665617600776505,0.875129082787345,0.926838386502563
"45","HALLMARK_PROTEIN_SECRETION",0.00915784483878251,5,0.454604484880875,0.985206365185615,0.991843126868523,354858,2,94,0.549488572555923,0.883729624339653,0.926838386502563
"47","HALLMARK_APOPTOSIS",0.0147220496113629,9,0.509015755402207,0.991843126868523,0.991843126868523,70064,9,155,1.49957203994294,0.147921508192292,0.235578698232168
