"","seqnames","start","end","width","strand","average_shap_value","reliability_shap_value","z_score","gene_symbol","annotated_genes","dist_to_TSS"
"98","chr4",152352310,152353380,1071,"*",0.000472515833561835,0.000472515833561835,5.30477401152014,"FBXW7","GATB, FBXW7","-591303, 182712"
"99","chr9",83062767,83063296,530,"*",0.000467424401041781,0.000467424401041781,5.24696608686171,"RASEF","RASEF","0"
"100","chr11",68843848,68844339,492,"*",0.000464690611894804,0.000464690611894804,5.21592675236833,"CPT1A","CPT1A","71"
"101","chr8",24912676,24913878,1203,"*",0.000462333014449757,0.000462333014449757,5.18915868366834,"NEFM","NEFM","0"
"102","chr3",159839704,159841403,1700,"*",0.000462333014449757,0.000462333014449757,5.18915868366834,"SCHIP1","SCHIP1, IL12A","566460, -147432"
"103","chr17",19867792,19868030,239,"*",0.000462333014449757,0.000462333014449757,5.18915868366834,"ULK2","ULK2","0"
"104","chr6",87151582,87152683,1102,"*",0.000462333014449757,0.000462333014449757,5.18915868366834,"ZNF292","ZNF292","0"
"105","chr11",93196966,93198183,1218,"*",0.000462333014449757,0.000462333014449757,5.18915868366834,"SLC36A4","MTNR1B, SLC36A4","227315, 0"
"106","chr6",53545238,53545272,35,"*",0.000462333014449757,0.000462333014449757,5.18915868366834,"GCLC","ELOVL5, GCLC","-196059, 2934"
"107","chr17",19866788,19867258,471,"*",0.000462333014449573,0.000462333014449573,5.18915868366625,"ULK2","ALDH3A1, ULK2","-117845, 678"
"108","chr10",45374792,45374910,119,"*",-0.000460710531053944,0.000460710531053944,5.17073707098168,"ALOX5","ZNF22, ZFAND4","373869, 297870"
"109","chr6",83430700,83431210,511,"*",-0.000457251007635994,0.000457251007635994,5.13145777810857,"ME1","ME1","0"
"110","chr12",49903737,49904389,653,"*",0.000457241675299886,0.000457241675299886,5.13135181913131,"FAIM2","FAIM2","0"
"111","chr22",41681822,41682939,1118,"*",0.000455460003642495,0.000455460003642495,5.11112278918132,"SNU13","LOC107985567, SNU13","-4697, 7565"
"112","chr22",41620166,41622041,1876,"*",0.000455460003642495,0.000455460003642495,5.11112278918132,"DESI1","XRCC6, DESI1","0, 0"
"113","chr22",23141919,23142211,293,"*",0.000455460003642495,0.000455460003642495,5.11112278918132,"RSPH14","RAB36","-3155"
"114","chr22",23857509,23858415,907,"*",0.000455460003642495,0.000455460003642495,5.11112278918132,"SLC2A11","VPREB3, SUSD2","-103084, -323072"
"115","chr22",50326515,50327505,991,"*",0.000455460003642495,0.000455460003642495,5.11112278918132,"DENND6B","DENND6B","0"
"116","chrX",72131615,72132357,743,"*",0.000455460003642495,0.000455460003642495,5.11112278918132,"RGAG4","RTL5","0"
"117","chr22",37843417,37844864,1448,"*",0.000455460003642495,0.000455460003642495,5.11112278918132,"ANKRD54","GALR3, EIF3L","20035, -4004"
"118","chr6",136921600,136922330,731,"*",0.000452150385174125,0.000452150385174125,5.0735455112121,"SLC35D3","SLC35D3","0"
"119","chr20",9514483,9515154,672,"*",0.000452150385174125,0.000452150385174125,5.0735455112121,"LAMP5","LAMP5","125"
"120","chr11",67421706,67421791,86,"*",0.00045215038516866,0.00045215038516866,5.07354551115005,"CARNS1","PPP1CA","-523"
"121","chr22",50200219,50202105,1887,"*",0.000450844760043608,0.000450844760043608,5.05872149481204,"SELO","SELENOO, TUBGCP6","0, 42918"
"122","chr22",44497656,44498796,1141,"*",0.000450844760043608,0.000450844760043608,5.05872149481204,"LDOC1L","RTL6","0"
"123","chr14",103521847,103523459,1613,"*",0.000447059145724417,0.000447059145724417,5.01573977866679,"CKB","CKB","0"
"124","chr22",30423027,30424445,1419,"*",0.000446229558444529,0.000446229558444529,5.00632067730691,"RNF215","RNF215","-1256"
"125","chr8",23071359,23072292,934,"*",-0.000443578506197719,0.000443578506197719,4.97622073432515,"TNFRSF10B","TNFRSF10B","-2328"
"126","chr4",110622923,110623078,156,"*",0.000441967958678538,0.000441967958678538,4.9579346411125,"PITX2","ENPEP, PITX2","257190, 19045"
"127","chr7",124764996,124766393,1398,"*",0.000431785749110439,0.000431785749110439,4.84232623399909,"GPR37","GPR37","0"
"128","chr1",25617504,25617575,72,"*",0.000431785749110267,0.000431785749110267,4.84232623399713,"MAN1C1","MAN1C1","713"
"129","chr5",179817259,179817453,195,"*",-0.000423070938028224,0.000423070938028224,4.74337861160229,"SQSTM1","ADAMTS2, RNF130","-471798, 254660"
"130","chr19",18894341,18896342,2002,"*",0.000421603771964482,0.000421603771964482,4.72672046579753,"CERS1","UPF1, GDF1, CERS1","62382, 0, 385"
"131","chr15",37094210,37096168,1959,"*",0.00041853930754466,0.00041853930754466,4.69192665725706,"MEIS2","CDIN1, MEIS2","514584, 5131"
"132","chr20",47784419,47786299,1881,"*",0.000411422044247682,0.000411422044247682,4.61111752960481,"SULF2","NCOA3, SULF2","282532, 317"
"133","chr16",75252196,75254169,1974,"*",0.000411422044242708,0.000411422044242708,4.61111752954833,"BCAR1","LDHD, BCAR1","-135416, 13884"
"134","chrX",48834288,48835969,1682,"*",0.000401240584666693,0.000401240584666693,4.49551763781555,"PCSK1N","ERAS, PCSK1N","7775, 0"
"135","chr5",179023384,179024181,798,"*",0.000401240584666533,0.000401240584666533,4.49551763781373,"ZNF354C","ZNF879","0"
"136","chr4",153152969,153154540,1572,"*",0.000396149961791179,0.000396149961791179,4.43771890582941,"TRIM2","TRIM2, MND1","806, -190109"
"137","chr2",31235184,31235676,493,"*",0.000396149961786387,0.000396149961786387,4.437718905775,"EHD3","CAPN14","-1326"
"138","chr12",122226627,122227156,530,"*",0.000391059413847531,0.000391059413847531,4.37992102461672,"DIABLO","DIABLO","378"
"139","chr13",91398229,91398975,747,"*",0.000391059413847375,0.000391059413847375,4.37992102461495,"GPC5","GPC5","0"
"140","chr10",107163498,107165285,1788,"*",0.000380878554587181,0.000380878554587181,4.2643279488444,"SORCS1","SORCS1","0"
"141","chr17",81035707,81035995,289,"*",0.000380878554587181,0.000380878554587181,4.2643279488444,"BAIAP2","BAIAP2","585"
"142","chr1",40316369,40317083,715,"*",0.000380878554587029,0.000380878554587029,4.26432794884267,"COL9A2","ZMPSTE24, COL9A2","58328, 730"
"143","chr1",28260720,28260823,104,"*",0.000372393298706368,0.000372393298706368,4.16798668717916,"SESN2","DNAJC8, PHACTR4","-27691, -108759"
"144","chr17",8124385,8124642,258,"*",0.00037069803214702,0.00037069803214702,4.14873869731526,"ALOXE3","HES7","-279"
"145","chr11",8080812,8082788,1977,"*",0.00037069803214702,0.00037069803214702,4.14873869731526,"TUB","TUB, RIC3","61568, 86267"
"146","chr19",17332643,17333043,401,"*",-0.000370670640684977,0.000370670640684977,4.14842769573214,"ANO8","GTPBP3","-1877"
"147","chr15",79896377,79897446,1070,"*",0.000360517874595856,0.000360517874595856,4.03315358872144,"MTHFS","MINAR1, MTHFS","464041, 0"
"148","chrX",48508373,48509464,1092,"*",-0.000360371134103154,0.000360371134103154,4.03148750293654,"PORCN","PORCN","0"
"149","chr10",131980872,131981111,240,"*",0.000350338113209276,0.000350338113209276,3.91757297816474,"BNIP3","PPP2R2D, BNIP3","79864, 856"
"150","chr17",2054868,2055416,549,"*",0.000350338113209276,0.000350338113209276,3.91757297816474,"HIC1","HIC1, SRR","714, -247967"
"151","chr7",128831292,128832828,1537,"*",-0.000349225397187043,0.000349225397187043,3.90493924419575,"FLNC","FLNC, ATP6V1F","886, -30028"
"152","chr1",45585885,45585931,47,"*",-0.000349225397184079,0.000349225397184079,3.90493924416209,"NASP","NASP, CCDC17","2039, 38126"
"153","chr11",24496540,24497349,810,"*",0.000340158782943572,0.000340158782943572,3.80199726253751,"LUZP2","LUZP2","0"
"154","chr17",82030592,82032144,1553,"*",0.000340158782943572,0.000340158782943572,3.80199726253751,"RAC3","RAC3","0"
"155","chr6",166955910,166957358,1449,"*",0.000340158782943572,0.000340158782943572,3.80199726253751,"RNASET2","RPS6KA2, RNASET2","-49459, 0"
"156","chrX",120468757,120468983,227,"*",-0.000338080496197549,0.000338080496197549,3.77840047653289,"LAMP2","LAMP2","382"
"157","chr6",24646552,24646992,441,"*",0.00033506929154176,0.00033506929154176,3.74421137725929,"KIAA0319","KIAA0319","-361"
"158","chr8",124727796,124728681,886,"*",0.000329979922991108,0.000329979922991108,3.68642688682831,"MTSS1","MTSS1","0"
"159","chr12",109309658,109310573,916,"*",0.000329979922990976,0.000329979922990976,3.68642688682682,"FOXN4","FOXN4","-374"
"160","chr17",46851368,46851390,23,"*",0.000324890682949126,0.000324890682949126,3.62864385547973,"WNT9B","ARL17B, GOSR2","-489602, -71685"
"161","chr10",8047097,8049068,1972,"*",0.000324890682949125,0.000324890682949125,3.62864385547971,"GATA3","GATA3","1719"
"162","chr12",10213708,10214085,378,"*",0.000324890682948995,0.000324890682948995,3.62864385547824,"GABARAPL1","GABARAPL1, KLRD1","1250, -11973"
"163","chr12",119595187,119595228,42,"*",0.00032164147580993,0.00032164147580993,3.59175248536681,"PRKAB1","TMEM233, PRKAB1","1413, -72636"
"164","chr15",32029555,32030180,626,"*",0.000319801577443903,0.000319801577443903,3.57086235165621,"CHRNA7","OTUD7A","-158766"
"165","chr3",13880073,13880162,90,"*",0.000319801577443903,0.000319801577443903,3.57086235165621,"WNT7A","WNT7A","-2"
"166","chr6",107490565,107491651,1087,"*",0.000319801577443903,0.000319801577443903,3.57086235165621,"SOBP","SOBP, SCML4","459, 332666"
"167","chr9",93183753,93184631,879,"*",0.000319801577443775,0.000319801577443775,3.57086235165476,"WNK2","WNK2","0"
"168","chr17",31392138,31392538,401,"*",0.000313016323848225,0.000313016323848225,3.49382284909926,"RAB11FIP4","RAB11FIP4","463"
"169","chr8",103371315,103371829,515,"*",0.000313016323848225,0.000313016323848225,3.49382284909926,"CTHRC1","CTHRC1","0"
"170","chr7",100895536,100896246,711,"*",0.000309623796083109,0.000309623796083109,3.45530422223444,"ACHE","UFSP1, ACHE","-5821, 728"
"171","chr9",133119009,133120341,1333,"*",0.000309623796083109,0.000309623796083109,3.45530422223443,"RALGDS","CEL, RALGDS","57028, 43573"
"172","chr6",68634148,68635752,1605,"*",0.000309623796083108,0.000309623796083108,3.45530422223442,"ADGRB3","ADGRB3, LOC127898563","0, -138"
"173","chr17",77450770,77452385,1616,"*",0.000309623796082985,0.000309623796082985,3.45530422223303,"SEPT9","SEC14L1, TNRC6C","362021, -506318"
"174","chr9",113398689,113400561,1873,"*",0.000309623796079356,0.000309623796079356,3.45530422219183,"ALAD","HDHD3, ALAD","-21703, 729"
"175","chr5",173328274,173330014,1741,"*",0.00030623133721032,0.00030623133721032,3.41678637757037,"STC2","STC2","0"
"176","chrX",47482106,47483529,1424,"*",-0.000304651704424397,0.000304651704424397,3.3988512890237,"ZNF41","ZNF157, ZNF41","111528, 0"
"177","chr10",129466837,129467484,648,"*",0.000304535134314412,0.000304535134314412,3.39752775657799,"MGMT","MGMT","0"
"178","chr7",100867417,100868916,1500,"*",0.000302838949501034,0.000302838949501034,3.37826934089393,"TRIP6","TRIP6, SRRT","30, -6187"
"179","chr16",9090240,9091891,1652,"*",0.000299446635327368,0.000299446635327368,3.33975313913803,"C16orf72","HAPSTR1","0"
"180","chr22",20507230,20508531,1302,"*",0.000298576707242326,0.000298576707242326,3.32987600986247,"MED15","KLHL22, SERPIND1","-11386, -265582"
"181","chr22",50783101,50784365,1265,"*",0.000298576707242326,0.000298576707242326,3.32987600986247,"RABL2B","RABL2B","0"
"182","chr22",41444112,41444875,764,"*",0.000295501656174631,0.000295501656174631,3.29496200093827,"TOB2","ACO2","-2955"
"183","chr12",8989676,8991192,1517,"*",-0.000293240662603696,0.000293240662603696,3.26929076882689,"KLRG1","M6PR, A2M","-39915, 125037"
"184","chr1",2411528,2411598,71,"*",-0.000293240662598122,0.000293240662598122,3.2692907687636,"PEX10","MORN1, PEX10","-19821, 2199"
"185","chr1",81306636,81308506,1871,"*",0.000289351750914056,0.000289351750914056,3.22513621839879,"ADGRL2","ADGRL2","489"
"186","chr12",49265877,49265991,115,"*",0.000289270159384503,0.000289270159384503,3.22420983138009,"TUBA1C","TUBA1C, PRPH","57331, -29156"
"187","chr7",20330957,20331861,905,"*",0.000289270159377204,0.000289270159377204,3.22420983129722,"ITGB8","ITGB8, ABCB5","255, -283806"
"188","chr7",74453003,74453723,721,"*",0.000289270159377088,0.000289270159377088,3.2242098312959,"GTF2IRD1","GTF2IRD1","-67"
"189","chr11",20669041,20670299,1259,"*",0.000284182200730712,0.000284182200730712,3.16644134886264,"NELL1","NELL1","0"
"190","chr1",179742813,179744315,1503,"*",0.000284182200730712,0.000284182200730712,3.16644134886264,"FAM163A","FAM163A, TOR1AIP2","0, 133488"
"191","chr3",55483419,55483779,361,"*",-0.000284134881821803,0.000284134881821803,3.16590409183128,"WNT5A","LRTM1, WNT5A","-516331, 21482"
"192","chr6",105991894,105992789,896,"*",0.000280127416964328,0.000280127416964328,3.12040349339661,"PRDM1","PRDM1","-674"
"193","chr16",181469,181655,187,"*",0.000279094441604641,0.000279094441604641,3.10867513177509,"HBQ1","HBQ1, LUC7L","1010, 47808"
"194","chr15",78640625,78642595,1971,"*",0.000279094441604641,0.000279094441604641,3.10867513177509,"CHRNB4","CHRNA3, CHRNB4","-19330, 77691"
"195","chrX",119682829,119684781,1953,"*",0.000279094441601257,0.000279094441601257,3.10867513173667,"SEPT6","STEEP1, SEPTIN6","-117420, 8589"
"196","chr18",12419735,12420831,1097,"*",0.000274006892881925,0.000274006892881925,3.05091130359895,"PRELID3A","PRELID3A, PSMG2","11839, -237212"
"197","chr19",33374509,33374709,201,"*",0.000274006892881815,0.000274006892881815,3.0509113035977,"CEBPG","CEBPG, PEPD","824, 147114"
"198","chr20",4248795,4248805,11,"*",0.000273978237160483,0.000273978237160483,3.05058594766432,"ADRA1D","ADRA1D","482"
"199","chr7",151166995,151167556,562,"*",0.000272311092059575,0.000272311092059575,3.03165724773392,"GBX1","TMUB1, GBX1","-83502, 7189"
"200","chr6",24494670,24495180,511,"*",0.000268919566251636,0.000268919566251636,2.9931499970515,"ALDH5A1","ALDH5A1, GPLD1","0, 25"
"201","chr7",66206755,66208749,1995,"*",0.000268919566248377,0.000268919566248377,2.99314999701449,"TPST1","TPST1, KCTD7","1438, -420132"
"202","chr5",76716632,76717090,459,"*",-0.000265926490351788,0.000265926490351788,2.95916673096011,"F2R","F2R","506"
"203","chr18",50559434,50559519,86,"*",-0.000265666084599038,0.000265666084599038,2.95621009428147,"MAPK4","MAPK4","-568"
