"","id","genome_fraction","observed_region_hits","fold_enrichment","p_value","p_adjust","mean_tss_dist","observed_gene_hits","gene_set_size","fold_enrichment_hyper","p_value_hyper","p_adjust_hyper"
"16","HALLMARK_IL6_JAK_STAT3_SIGNALING",0.00596587096427237,119,1.47154512295478,4.05317183540532e-05,0.000122207422364691,111143,47,79,1.02637070489948,0.438187473137468,0.497940310383486
"17","HALLMARK_ESTROGEN_RESPONSE_LATE",0.0184162181336891,314,1.25785237981828,4.15505236039948e-05,0.000122207422364691,109867,135,190,1.22578315428365,0.000121910116533064,0.000338639212591844
"18","HALLMARK_APOPTOSIS",0.0147220496113629,255,1.27782794516745,8.16363773828988e-05,0.000226767714952497,39951,109,155,1.21318848866019,0.000967238290206396,0.00201507977126332
"19","HALLMARK_CHOLESTEROL_HOMEOSTASIS",0.00631000425621185,121,1.41467342806953,0.000166044261812992,0.0004369585837184,31425,55,69,1.3751405219822,0.00011408235209287,0.000338639212591844
"20","HALLMARK_FATTY_ACID_METABOLISM",0.0117300484586203,203,1.27672308092804,0.000416224588800862,0.00104056147200215,29515,99,147,1.16185342061353,0.0121234441580588,0.0202057402634313
"21","HALLMARK_GLYCOLYSIS",0.0186303009903435,304,1.20379958784658,0.000820151671481306,0.00195274207495549,51227,142,192,1.27591163204371,2.60537369611846e-06,1.30268684805923e-05
"22","HALLMARK_MITOTIC_SPINDLE",0.0177895543338286,286,1.18604575371329,0.00246163719690162,0.00559462999295823,43421,148,188,1.35811750584934,1.3331067361122e-09,2.221844560187e-08
"23","HALLMARK_TGF_BETA_SIGNALING",0.00689465865349119,120,1.28401162144232,0.00456000720256866,0.00991305913601883,52578,42,50,1.44914808461978,7.68531033429332e-05,0.000274475369081904
"24","HALLMARK_PI3K_AKT_MTOR_SIGNALING",0.00912531640112063,153,1.23692673721851,0.00578794190909593,0.0120582123106165,40318,74,98,1.30268413826365,0.000213037777668124,0.000560625730705588
"25","HALLMARK_NOTCH_SIGNALING",0.00367379799587563,66,1.32534560032819,0.0158580972973967,0.0317161945947935,26512,23,30,1.32263515659742,0.0265246326579552,0.0420008971254977
"26","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.00569097710603535,91,1.17965505183789,0.066448885818492,0.127786318881715,53324,32,39,1.41552926458587,0.0012858363460454,0.00247276220393346
"27","HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.0229177031415612,335,1.0783858869069,0.0866914209550833,0.160539668435339,34490,135,190,1.22578315428365,0.000121910116533064,0.000338639212591844
"28","HALLMARK_HYPOXIA",0.0207559614427185,292,1.03786406278446,0.268385726058673,0.479260225104773,35242,138,190,1.2530227799344,1.77112457959705e-05,7.78494231495896e-05
"29","HALLMARK_INTERFERON_GAMMA_RESPONSE",0.0162880648942216,226,1.02362156388043,0.370793824346644,0.618186376623733,58934,115,176,1.12724587210007,0.0268805741603185,0.0420008971254977
"30","HALLMARK_ANDROGEN_RESPONSE",0.0113306166864936,158,1.0287361880805,0.37091182597424,0.618186376623733,88017,64,98,1.126645741201,0.0838471529369911,0.119781647052844
"31","HALLMARK_BILE_ACID_METABOLISM",0.010124933897017,141,1.02737121686229,0.385037384156797,0.621028038962575,31189,76,109,1.20287521222262,0.00750559073125623,0.013402840591529
"32","HALLMARK_ESTROGEN_RESPONSE_EARLY",0.0224556711982548,304,0.99872982889847,0.516825328676962,0.807539576057754,123631,131,190,1.18946365341599,0.00113464348872294,0.00226928697744588
"33","HALLMARK_IL2_STAT5_SIGNALING",0.0212862136466349,286,0.991215522325869,0.568036502477823,0.860661367390641,43100,136,191,1.22839777803721,9.82071766781889e-05,0.000327357255593963
"34","HALLMARK_INTERFERON_ALPHA_RESPONSE",0.00610062818190482,81,0.979514660092358,0.588938582965273,0.86608615141952,41455,50,83,1.03926282603255,0.380584480131282,0.44254009317591
"35","HALLMARK_APICAL_JUNCTION",0.0172714205541232,223,0.952526971486286,0.77677271589082,1,44631,119,179,1.14690490868419,0.0117789538429436,0.0202057402634313
"36","HALLMARK_MYOGENESIS",0.0176287050595731,225,0.941591619362139,0.827048436743735,1,49933,116,186,1.07591639667111,0.125301073663542,0.156626342079428
"37","HALLMARK_COAGULATION",0.00974464651190241,119,0.900909880202379,0.883892884590559,1,42913,65,126,0.889971896261204,0.93832619494011,0.957475709122561
"38","HALLMARK_HEDGEHOG_SIGNALING",0.0068652302857532,81,0.870423058109078,0.906536461666145,1,83526,31,36,1.48556847298986,0.000279667599784483,0.000665875237582103
"39","HALLMARK_COMPLEMENT",0.0176929933000129,219,0.913152431501862,0.919237320361514,1,44898,116,185,1.08173216097744,0.107539251032296,0.13787083465679
"40","HALLMARK_PROTEIN_SECRETION",0.00915784483878251,109,0.878079210789679,0.923009474776077,1,53018,62,94,1.13788223463053,0.0697955781342068,0.102640556079716
"41","HALLMARK_APICAL_SURFACE",0.00541787071536947,57,0.776151848848517,0.979622833120057,1,58172,29,42,1.1911931534573,0.0954210480265718,0.128230311666684
"42","HALLMARK_ANGIOGENESIS",0.00424768605829688,43,0.746821002001291,0.980580914325394,1,48017,22,35,1.08439652590596,0.342004323290034,0.407148003916707
"43","HALLMARK_SPERMATOGENESIS",0.0131276047095482,150,0.842958600676932,0.985897913649452,1,63068,79,129,1.05650331012332,0.253362039345278,0.308978096762534
"44","HALLMARK_ALLOGRAFT_REJECTION",0.0152371343819206,176,0.852137834369626,0.98686288793479,1,59164,97,169,0.990189942294442,0.591931116890987,0.643403387924986
"45","HALLMARK_PANCREAS_BETA_CELLS",0.00532850108126963,40,0.553803136625629,0.99998690498909,1,99923,17,36,0.814666581962179,0.929183004042963,0.957475709122561
"46","HALLMARK_INFLAMMATORY_RESPONSE",0.0205773940791319,206,0.738545614425539,0.99999832271245,1,56213,106,190,0.962466772993089,0.753805922023507,0.801921193642029
"47","HALLMARK_KRAS_SIGNALING_UP",0.0267661963921638,252,0.694567341030938,0.999999999801848,1,70442,110,190,0.998786273860753,0.538795363146147,0.59866151460683
"48","HALLMARK_KRAS_SIGNALING_DN",0.0194667122465564,169,0.64046377884166,0.999999999881573,1,67158,90,183,0.848447356334767,0.993442463381048,0.993442463381048
"49","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",0.0290676407150137,263,0.667492581053668,0.999999999999536,1,48549,123,196,1.08263614193533,0.0974550368666798,0.128230311666684
"50","HALLMARK_UV_RESPONSE_DN",0.02749707932105,226,0.606348560330382,1,1,81368,107,136,1.35730781735221,2.67337951775914e-07,1.90955679839939e-06
