"","id","genome_fraction","observed_region_hits","fold_enrichment","p_value","p_adjust","mean_tss_dist","observed_gene_hits","gene_set_size","fold_enrichment_hyper","p_value_hyper","p_adjust_hyper"
"18","HALLMARK_IL2_STAT5_SIGNALING",0.0212862136466349,244,1.02612284769913,0.350720438390003,0.930059167822048,188755,104,191,1.23036387826637,0.00281855358300886,0.0272772270932467
"19","HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",0.00257097033189068,31,1.07937555186491,0.359439275544216,0.930059167822048,108826,17,43,0.893334416979182,0.780726666403175,0.97980322910362
"20","HALLMARK_HYPOXIA",0.0207559614427185,237,1.02214718974438,0.375551163297296,0.930059167822048,190550,98,190,1.16548335391649,0.0247469346884019,0.12373467344201
"21","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",0.0290676407150137,330,1.01627701784197,0.39062485048526,0.930059167822048,240188,106,196,1.22203429549553,0.00344053929911126,0.0272772270932467
"22","HALLMARK_UNFOLDED_PROTEIN_RESPONSE",0.00764293492517205,87,1.01898323545321,0.444601416433395,0.999999845993246,139642,47,109,0.974327499576324,0.630341144502861,0.957784974145053
"23","HALLMARK_KRAS_SIGNALING_UP",0.0267661963921638,300,1.00332709989667,0.484745310501496,0.999999845993246,201483,112,190,1.33198097590456,3.03578976939001e-05,0.000758947442347502
"24","HALLMARK_DNA_REPAIR",0.00744450355803454,83,0.99804540327015,0.521890733585632,0.999999845993246,170526,57,138,0.933317415181576,0.783842583282896,0.97980322910362
"25","HALLMARK_PROTEIN_SECRETION",0.00915784483878251,102,0.997045181396061,0.525315081713264,0.999999845993246,158997,46,94,1.10576688159251,0.208086255960595,0.532566493384335
"26","HALLMARK_FATTY_ACID_METABOLISM",0.0117300484586203,129,0.984459495401474,0.582868431355699,0.999999845993246,122606,68,147,1.04526203891442,0.340893314603167,0.63128391593179
"27","HALLMARK_COAGULATION",0.00974464651190241,107,0.982936893620357,0.583970710442785,0.999999845993246,183875,54,126,0.968404536053063,0.656903738202834,0.966034909121814
"28","HALLMARK_KRAS_SIGNALING_DN",0.0194667122465564,214,0.984077069668728,0.603020558829327,0.999999845993246,193852,94,183,1.16067428911278,0.0309615855401766,0.140734479728075
"29","HALLMARK_PEROXISOME",0.00773974173152368,84,0.971540177596561,0.619296856191181,0.999999845993246,170779,46,97,1.07156790587315,0.298149200844896,0.581582042628414
"30","HALLMARK_BILE_ACID_METABOLISM",0.010124933897017,110,0.972542159189109,0.628182271254864,0.999999845993246,205118,49,109,1.01578824423915,0.47837761054488,0.7972960175748
"31","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.00569097710603535,60,0.943783455847469,0.690404554914403,0.999999845993246,213813,22,39,1.27465212437754,0.0860136348683984,0.269948874803487
"32","HALLMARK_IL6_JAK_STAT3_SIGNALING",0.00596587096427237,62,0.930305914235032,0.732338965417144,0.999999845993246,195166,31,79,0.886682634276433,0.844475399846606,0.999996635105398
"33","HALLMARK_ANDROGEN_RESPONSE",0.0113306166864936,118,0.932258620293323,0.789964258370579,0.999999845993246,165401,57,98,1.31426329892916,0.00381881179305454,0.0272772270932467
"34","HALLMARK_MTORC1_SIGNALING",0.0154535462907787,162,0.938414706624146,0.802500867194773,0.999999845993246,198672,79,189,0.944493312940642,0.775110231636941,0.97980322910362
"35","HALLMARK_APICAL_SURFACE",0.00541787071536947,54,0.892222293629415,0.816411977147385,0.999999845993246,238475,22,42,1.18360554406485,0.182284798360106,0.506346662111407
"36","HALLMARK_APOPTOSIS",0.0147220496113629,153,0.930317310719439,0.825941126589504,0.999999845993246,200335,67,155,0.97673489765352,0.632138082935735,0.957784974145053
"37","HALLMARK_PI3K_AKT_MTOR_SIGNALING",0.00912531640112063,90,0.882881722263891,0.893857569198078,0.999999845993246,203418,37,98,0.853118281761032,0.920142814096054,0.999996635105398
"38","HALLMARK_SPERMATOGENESIS",0.0131276047095482,131,0.893292633912232,0.912142694894573,0.999999845993246,154417,61,129,1.06849802815157,0.271390641898898,0.581582042628414
"39","HALLMARK_HEDGEHOG_SIGNALING",0.0068652302857532,62,0.808433921458285,0.962748309492023,0.999999845993246,307048,21,36,1.31810617407223,0.0629506113638874,0.226594180597771
"40","HALLMARK_MYC_TARGETS_V1",0.0113358878606202,107,0.844960067496093,0.966740912329186,0.999999845993246,184011,62,184,0.761390522911285,0.998680096912012,0.999996635105398
"41","HALLMARK_INFLAMMATORY_RESPONSE",0.0205773940791319,200,0.870056726591667,0.980270289328651,0.999999845993246,181606,98,190,1.16548335391649,0.0247469346884019,0.12373467344201
"42","HALLMARK_CHOLESTEROL_HOMEOSTASIS",0.00631000425621185,54,0.766076351136505,0.982126354229816,0.999999845993246,238060,28,69,0.916943425441548,0.768758765114727,0.97980322910362
"43","HALLMARK_UV_RESPONSE_DN",0.02749707932105,265,0.862714814215045,0.994107210602956,0.999999845993246,226628,89,136,1.47871574990455,4.79627683347417e-07,2.39813841673708e-05
"44","HALLMARK_ALLOGRAFT_REJECTION",0.0152371343819206,137,0.804869031445361,0.996358293897939,0.999999845993246,171839,66,169,0.88245147072291,0.926443045500765,0.999996635105398
"45","HALLMARK_G2M_CHECKPOINT",0.0186070679967809,168,0.808238037040219,0.998204559180045,0.999999845993246,224002,82,195,0.950195219990527,0.756149019167297,0.97980322910362
"46","HALLMARK_INTERFERON_ALPHA_RESPONSE",0.00610062818190482,43,0.630960028065099,0.999563069009218,0.999999845993246,98519,28,83,0.762278269342973,0.980566240824442,0.999996635105398
"47","HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.0229177031415612,200,0.781208309737126,0.999894154834087,0.999999845993246,187095,99,190,1.17737604120136,0.0174192401365737,0.108870250853586
"48","HALLMARK_INTERFERON_GAMMA_RESPONSE",0.0162880648942216,133,0.730954086112309,0.999945708792555,0.999999845993246,130896,78,176,1.00141832705487,0.522534350721578,0.842797339873512
"49","HALLMARK_MITOTIC_SPINDLE",0.0177895543338286,137,0.689387567661446,0.999998739283708,0.999999845993246,178342,76,188,0.913459597837287,0.872347729238745,0.999996635105398
"50","HALLMARK_E2F_TARGETS",0.0126906565427381,86,0.606627799894566,0.999999845993246,0.999999845993246,190146,56,194,0.652258725314091,0.999996635105398,0.999996635105398
