segment_id,average_shap_value,reliability_shap_value,shap_variance,z_score,avg_meth_R,avg_meth_S,diff,direction,mean_coef,annotated_genes,avg_depth
chr10:122236757-122237877,-3.681784406401624e-05,0.0009074140528692625,8.430616419607095e-07,3.1274939231536796,0.055,0.88,-0.825,U,0.000782714419085758,TACC2,2.86875
chr12:47513614-47515605,-3.742625299234066e-05,0.0009071357606104968,8.307364687682418e-07,3.1263169294913746,0.0,0.6575,-0.6575,U,0.0007850899470334533,AMIGO2,4.8149999999999995
chr19:38387319-38387448,-5.583670416931037e-05,0.0009071104663243654,8.25052977963179e-07,3.12620995125705,0.025,0.89,-0.865,U,0.0007877286078638707,SPRED3,17.648750000000003
chr2:10814871-10815355,-3.5343676591517394e-05,0.0009070699486906958,8.294815885740528e-07,3.126038588250934,0.04,0.8375,-0.7975,U,0.0007857550432811206,ATP6V1C2,24.145000000000003
chr8:106291708-106293701,-3.8615454702511356e-05,0.0009070636522346031,8.332204281980575e-07,3.1260119583728736,0.0,0.8574999999999999,-0.8574999999999999,U,0.0007841631981658299,OXR1,2.8724999999999996
chr12:131912879-131913110,-3.7617632407197616e-05,0.0009067480865121838,8.313218988071038e-07,3.1246773224150663,0.0775,0.775,-0.6975,U,0.0007851189019201297,ULK1,19.50125
chr15:96392018-96394012,-4.917108709866363e-05,0.000905575198361491,8.260390182164795e-07,3.1197167750894588,0.1175,0.865,-0.7475,U,0.0007853243520532878,NR2F2,2.8162499999999997
chrX:21994853-21995219,-6.945729733964627e-05,0.0009051884698224239,8.236055467055877e-07,3.1180811671083632,0.0275,0.93,-0.9025000000000001,U,0.0007848296432923958,SMS,13.79375
chrX:120824556-120825877,-5.93630964155044e-05,0.0009047134622628335,8.352213142126202e-07,3.116072196791818,0.0475,0.8324999999999999,-0.7849999999999999,U,0.000782048681087698,CUL4B,2.71
chr2:33108625-33108771,-3.1323072949229595e-05,0.0009042233568685387,8.282441762760283e-07,3.1139993725404187,0.01,0.9575,-0.9475,U,0.0007821032343612794,LTBP1,25.168750000000003
chr2:33306307-33306812,-4.862976597721445e-05,0.000903870149101493,8.221695847518791e-07,3.1125055354314255,0.29250000000000004,0.965,-0.6724999999999999,U,0.0007837596647899491,LTBP1,23.1325
chr17:69152719-69154711,-6.250175588157854e-05,0.0009038373978018106,8.192372708497591e-07,3.112367018922453,0.095,0.82,-0.725,U,0.0007843991373914747,ABCA6,3.43
chr21:44804541-44805055,-4.5093503840666085e-05,0.0009025819252831276,8.273546401067669e-07,3.107057193905252,0.037500000000000006,0.9375,-0.9,U,0.0007802935560003348,UBE2G2,19.96875
chr16:83777440-83777487,-6.613337943780169e-05,0.0009025713043165163,8.303762489888137e-07,3.1070122741850827,0.1075,0.885,-0.7775,U,0.0007796734815645546,HSBP1,15.413749999999999
chr9:134338615-134338733,-5.596125006370949e-05,0.0009025672357835981,8.211425152209261e-07,3.1069950669602724,0.07500000000000001,0.905,-0.8300000000000001,U,0.0007817632176570391,RXRA,21.366249999999997
chr1:94445694-94446543,-4.5297126338300685e-05,0.0009012062752594374,8.222499157524946e-07,3.1012390968923715,0.037500000000000006,0.96,-0.9225,U,0.00078086292855109,ABCD3,23.216250000000002
chr4:156335020-156336994,-6.017924511280567e-05,0.0009009596730155872,8.169100614508802e-07,3.1001961312008026,0.01,0.8875000000000001,-0.8775000000000001,U,0.0007808878664307224,GUCY1B1,2.60375
chr2:199032178-199033037,-4.264697892194093e-05,0.0009008360688212377,8.142131622907122e-07,3.0996733665575142,0.0,0.7324999999999999,-0.7324999999999999,U,0.0007821131714184687,SATB2,3.03125
chr12:47212671-47214600,-3.8696118748804366e-05,0.0009008301076193455,8.153112751001803e-07,3.0996481545847563,0.0,0.9325000000000001,-0.9325000000000001,U,0.0007811940019906611,AMIGO2,2.775
chr18:2058881-2060805,-5.342102765859246e-05,0.0009007003052583923,8.272288450232504e-07,3.099099175763456,0.05,0.8674999999999999,-0.8174999999999999,U,0.0007780964715908707,NDC80,2.715
chr7:103666273-103668087,-4.198469219118993e-05,0.0009002813405116987,8.204606491761732e-07,3.097327229774823,0.9549999999999998,0.0225,0.9324999999999999,M,-0.000779082289601159,SLC26A5,3.9262499999999996
chr12:18736255-18737939,-5.7845978111186174e-05,0.0008998132721228814,8.118800906761457e-07,3.0953476075977404,0.0125,0.7999999999999999,-0.7875,U,0.0007812052820911194,CAPZA3,4.26
chr2:156589441-156589945,-3.749663760699824e-05,0.000899786918527979,8.178305910312029e-07,3.095236149182344,0.0075,0.5724999999999999,-0.565,U,0.0007786794458648088,GPD2,3.62125
chr12:47023118-47024704,-4.40202156533481e-05,0.0008997357855792802,8.218363291574993e-07,3.0950198903585435,0.08750000000000001,0.9075,-0.82,U,0.0007771855314680034,SLC38A4,3.4974999999999996
chr2:23698366-23699343,-4.495607072096849e-05,0.0008992162285276391,8.177627613458765e-07,3.0928225049203015,0.0325,0.86,-0.8275,U,0.0007791862881313734,KLHL29,2.86
chr2:236035924-236036503,-4.859832963794445e-05,0.0008991432386527894,8.114348118490332e-07,3.0925138056395833,0.04,0.9275,-0.8875,U,0.0007803678034923938,AGAP1,3.9250000000000003
chr12:77726878-77728856,-6.652724016438482e-05,0.0008967493970072793,8.067326315081605e-07,3.0823894261192093,0.0125,0.9025000000000001,-0.8900000000000001,U,0.0007785633945749764,NAV3,2.6350000000000002
chr16:83752439-83753378,-3.984414377053005e-05,0.0008965700785416079,8.144884223835557e-07,3.081631026663308,0.039999999999999994,0.6675,-0.6275,U,0.0007769482935540947,HSBP1,15.073749999999999
chr17:68822701-68824584,-5.979887011897244e-05,0.0008951547707902051,8.220379211924752e-07,3.075645203482311,0.0525,0.9249999999999999,-0.8724999999999999,U,0.0007728385902523974,FAM20A,3.8775
chr12:114669014-114670150,-5.2433455190068395e-05,0.0008949501822725137,8.03424354014042e-07,3.0747799282864756,0.037500000000000006,0.92,-0.8825000000000001,U,0.0007766944324432211,TBX5,3.78625
chr14:92475266-92476632,-5.2724985040162684e-05,0.0008947615280276719,8.112096318359421e-07,3.0739820446100468,0.0925,0.855,-0.7625,U,0.0007736616458526158,SLC24A4,3.63375
chr10:1027233-1027381,-5.4775368669404456e-05,0.0008941308411782355,8.207096334705102e-07,3.071314653041277,0.155,0.95,-0.7949999999999999,U,0.0007710359767910969,IDI2,23.403750000000002
chr6:129791715-129793581,-5.646436402656912e-05,0.0008925553999274724,7.979277018774467e-07,3.064651570224293,0.0125,0.8624999999999999,-0.85,U,0.0007758621538431159,ARHGAP18,2.19875
chr5:53506204-53507518,-4.57922509299419e-05,0.0008916738196045666,8.035406030656474e-07,3.060923063878214,0.0125,0.8625,-0.8500000000000001,U,0.0007726770054134774,FST,6.623749999999999
chr17:72870459-72870826,-5.2870823263395064e-05,0.0008912583647013417,8.018634020720415e-07,3.0591659622245864,0.08,0.9424999999999999,-0.8624999999999999,U,0.0007721181624919091,SOX9,33.93875
chr5:33211025-33213011,-5.535699347752367e-05,0.000888955325984352,7.921653948837926e-07,3.049425619514511,0.0125,0.9425,-0.93,U,0.0007728772623290623,NPR3,2.4699999999999998
chr6:53886539-53888530,-4.766573364986854e-05,0.0008887544925530243,8.021384957021708e-07,3.0485762258702174,0.3075,0.98,-0.6725,U,0.0007691164258759105,LRRC1,2.52375
chr16:68770770-68771131,-5.911877616400652e-05,0.0008883049359818657,7.933227873828888e-07,3.0466748965359134,0.085,0.9025,-0.8175,U,0.0007713246072566825,CDH1,8.44375
chr7:104648670-104650647,-6.985917813119276e-05,0.0008881838068948242,7.958027346611958e-07,3.0461625999725777,0.9675,0.0,0.9675,M,-0.0007695572521206359,LHFPL3,3.4374999999999996
chr14:96286218-96287022,-4.765160713384471e-05,0.0008865544451988243,7.880750548442191e-07,3.0392714690503615,0.0175,0.915,-0.8975000000000001,U,0.0007696479264661324,BDKRB1,24.566249999999997
chr5:38866516-38868496,-5.5391947064157456e-05,0.000886227151065685,7.943714495478032e-07,3.037887229610418,0.03,0.8175,-0.7875,U,0.0007664488814729433,OSMR,2.36375
chrX:45855075-45856775,-4.432808756715669e-05,0.0008861848356299719,7.923693076343826e-07,3.0377082630812273,0.005,0.9375,-0.9325,U,0.0007680460933048225,DIPK2B,1.525
chr7:103696114-103697512,-7.07343116955803e-05,0.000885956162601475,7.901792744358326e-07,3.03674112620694,0.9075,0.0,0.9075,M,-0.0007677328555176318,SLC26A5,3.5949999999999993
chr7:103487807-103489755,-5.5323778832206354e-05,0.000885900812201043,7.893861417868947e-07,3.03650703032945,0.9,0.1225,0.7775000000000001,M,-0.0007687554492383714,SLC26A5,2.92375
chr6:142312080-142313526,-3.880682286100349e-05,0.0008847088639602342,7.922349528319673e-07,3.0314658713283005,0.0125,0.8175000000000001,-0.8050000000000002,U,0.0007661477897980015,ADGRG6,3.2474999999999996
chr5:54857975-54859958,-5.853123609701383e-05,0.0008846462307739993,8.0172222024269e-07,3.0312009740452233,0.105,0.7949999999999999,-0.69,U,0.0007642390786175815,SNX18,2.865
chr10:90501583-90502870,-3.799076854649528e-05,0.0008845877423254247,7.853238859543343e-07,3.0309536062830165,0.0,0.86,-0.86,U,0.0007681692073746647,KIF20B,1.8025
chr6:10329879-10331851,-5.458451089097249e-05,0.0008844402200002916,7.868420928662395e-07,3.030329683639605,0.0325,0.86,-0.8275,U,0.0007668821380720306,TFAP2A,3.255
chr9:109834601-109836245,-5.591860893159413e-05,0.0008844170576856784,7.829378305824592e-07,3.0302317222459787,0.185,0.9824999999999999,-0.7974999999999999,U,0.0007679826517547838,PTPN3,2.6700000000000004
chr9:32992167-32992944,-6.37237659125744e-05,0.0008842207343213723,8.042023362784281e-07,3.0294014032260552,0.052500000000000005,0.9475,-0.895,U,0.0007627113911868496,TMEM215,3.8587499999999997
chr1:220992201-220992800,-4.214449256047004e-05,0.0008836531540842206,7.928933308478224e-07,3.027000911221931,0.07,0.935,-0.865,U,0.0007661156059522194,HLX,4.29
chr5:34674709-34675533,-4.93873466041315e-05,0.0008833502134623347,7.862732137681148e-07,3.025719671155837,0.345,0.965,-0.62,U,0.0007658739449280991,RAI14,3.4412499999999997
chr21:29213247-29214306,-3.074188635126781e-05,0.000883321127973029,7.885277567124438e-07,3.0255966586195573,0.0475,0.865,-0.8175,U,0.0007659574092704751,BACH1,25.11625
chr1:245344387-245345040,-4.403951190442562e-05,0.0008829081683259514,7.897428824923624e-07,3.0238501102622526,0.025,0.9125,-0.8875,U,0.0007633766369890184,EFCAB2,4.30375
chr5:32676985-32678984,-5.2190882438668686e-05,0.0008828549545759743,7.863989644748082e-07,3.0236250510142937,0.195,0.89,-0.6950000000000001,U,0.0007659494591151156,SUB1,2.71625
chr6:10433808-10434394,-3.177216134609727e-05,0.0008828235678138756,7.945398982104893e-07,3.0234923056040035,0.065,0.9149999999999999,-0.8499999999999999,U,0.0007630315988916175,TFAP2A,12.71
chr3:188058213-188059913,-5.26188886535313e-05,0.0008824359852835407,7.855668470495941e-07,3.0218530858001635,0.0075,0.9375,-0.93,U,0.0007648462786770888,BCL6,2.2275
chr5:53291154-53292939,-2.8545560495248174e-05,0.0008820570261100565,7.86083248795655e-07,3.020250337137871,0.0,0.82,-0.82,U,0.0007637342754930753,MOCS2,3.3750000000000004
chr7:103566646-103568261,-3.832228742723485e-05,0.0008818864979210253,7.837295871441121e-07,3.019529114784708,0.9425,0.05500000000000001,0.8875,M,-0.0007656315535851788,SLC26A5,3.70875
chr13:109783842-109784394,-5.210617731556374e-05,0.0008815005928047426,7.799208769304058e-07,3.017896989341729,0.0175,0.935,-0.9175000000000001,U,0.0007647522042888194,,17.358749999999997
chr18:2461731-2462979,-3.865584673109018e-05,0.0008807969509370545,7.787861571442774e-07,3.01492104591278,0.0,0.8375,-0.8375,U,0.0007650042047873609,NDC80,3.6075000000000004
chr6:144434574-144436439,-4.6638945979793735e-05,0.0008807465031938262,7.861440022934634e-07,3.014707685058545,0.0125,0.7849999999999999,-0.7725,U,0.0007621742758431755,UTRN,2.47125
chr7:103752986-103754966,-2.9088267185753018e-05,0.0008806600638889449,7.862714937296586e-07,3.0143421035131923,0.925,0.027500000000000004,0.8975000000000001,M,-0.0007621884162542062,SLC26A5,4.816249999999999
chr5:33375212-33377144,-6.765483111879606e-05,0.0008803980694863025,7.771088622907639e-07,3.013234039088989,0.1075,0.9675,-0.86,U,0.000764114808669643,NPR3,3.1025
chr7:103686037-103687887,-6.202589459307655e-05,0.000880190511386691,7.938839448351653e-07,3.0123562045100245,0.895,0.0,0.895,M,-0.0007614604049888723,SLC26A5,3.58875
chr5:15577112-15577476,-3.519672829567368e-05,0.0008799897258399996,7.840148435889509e-07,3.011507013386325,0.0,0.95,-0.95,U,0.0007616509096179446,FBXL7,3.1849999999999996
chr14:53665854-53667779,-5.749511630930509e-05,0.0008788449204821465,7.778582600208661e-07,3.006665237848832,0.01,0.9450000000000001,-0.935,U,0.0007622232040966114,DDHD1,1.6625
chr6:129939470-129940957,-2.788287266318984e-05,0.000877989271639633,7.87271593162044e-07,3.0030464046507284,0.0,0.8925,-0.8925,U,0.0007579156797314373,TMEM244,2.2775
chr16:83747760-83748868,-5.6482255410855625e-05,0.0008777917326071884,7.730287787609253e-07,3.0022109441521994,0.0225,0.855,-0.8325,U,0.0007619961710701738,HSBP1,17.54
chr9:23131431-23133419,-4.097501183135613e-05,0.0008775967481162058,7.734935366117379e-07,3.001386287687977,0.0,0.71,-0.71,U,0.0007630773194985377,DMRTA1,2.44
chr17:29049740-29049994,-2.1697718268209605e-05,0.0008773667306578889,7.800998853800618e-07,3.0004134647576546,0.005,0.7650000000000001,-0.7600000000000001,U,0.0007593134418094267,SEZ6,21.50125
chr12:58411760-58413586,-2.821232140744758e-05,0.0008770331649669864,7.856036901305939e-07,2.9990027007432487,0.0,0.93,-0.93,U,0.0007570571640275311,CTDSP2,3.1837499999999994
chr8:106582835-106584578,-5.3913506357837696e-05,0.0008755556252613438,7.718517516856556e-07,2.9927536772272587,0.0125,0.9425,-0.93,U,0.000760217154617179,OXR1,3.1825
chr7:43937037-43937863,-4.552604815487169e-05,0.0008753589586648131,7.687730065677075e-07,2.991921906560226,0.015,0.8075,-0.7925,U,0.0007605813899044958,URGCP,28.655
chr5:134227134-134227172,-6.016268287046156e-05,0.0008747145360880175,7.705168187787067e-07,2.989196421876971,0.275,0.8875,-0.6124999999999999,U,0.0007589951574434161,SKP1,18.7575
chr2:219947213-219949150,-3.854335787018021e-05,0.0008746291094409292,7.703037449645708e-07,2.9888351232096606,0.025,0.9,-0.875,U,0.0007583023792622813,SLC4A3,2.55625
chr4:109935900-109936383,-5.6876526851052804e-05,0.0008737731467666286,7.647770166175005e-07,2.9852149627090077,0.035,0.7875000000000001,-0.7525000000000001,U,0.0007594852749383055,EGF,21.4375
chr2:33007087-33007207,-5.421009750983705e-05,0.0008732031239657403,7.642612673185424e-07,2.982804140262884,0.29000000000000004,0.9824999999999999,-0.6924999999999999,U,0.0007581450555330467,LTBP1,28.781250000000004
chr17:1898174-1898781,-3.093549760538332e-05,0.000873145753332642,7.701294731749215e-07,2.982561500126725,0.022500000000000003,0.9,-0.8775000000000001,U,0.0007571284228281586,SMYD4,2.3575
chr12:77742832-77744715,-3.563444257971228e-05,0.0008726547654516649,7.661445651755806e-07,2.9804849435356737,0.005,0.9025000000000001,-0.8975000000000001,U,0.0007570022511493491,NAV3,3.5425000000000004
chr17:47982001-47983069,-3.1502558580381965e-05,0.0008726066768177422,7.761593235770753e-07,2.98028156016595,0.065,0.925,-0.8600000000000001,U,0.0007545894620532462,PRR15L,4.03125
chr4:80636408-80637838,-2.828058404349997e-05,0.0008725968827399608,7.76632061666287e-07,2.980240137642995,0.0,0.8775,-0.8775,U,0.0007534801434063072,CFAP299,2.38375
chr2:33354053-33354099,-3.7429549933464107e-05,0.0008722350730611438,7.728761357474102e-07,2.9787099200910703,0.25,0.9650000000000001,-0.7150000000000001,U,0.0007556005065265583,LTBP1,19.060000000000002
chr3:128495460-128496483,-6.058540654990408e-05,0.0008717875073196424,7.689315403840418e-07,2.9768170106599987,0.057499999999999996,0.885,-0.8275,U,0.0007548299032783544,GATA2,3.7875
chr1:185916781-185918750,-2.6567764585051174e-05,0.0008717649737813243,7.760960394851792e-07,2.97672170857755,0.01,0.9099999999999999,-0.8999999999999999,U,0.0007521839394287811,HMCN1,3.1750000000000003
