segment_id,average_shap_value,reliability_shap_value,shap_variance,z_score,avg_meth_R,avg_meth_S,diff,direction,mean_coef,gene_symbol,avg_depth
chr6:130442295-130444233,0.0005418470290886176,0.005929146752534045,3.890162283767766e-05,5.23906951776607,0.06833333333333334,0.8133333333333335,-0.7450000000000001,U,-0.005404397719522097,,2.636666666666667
chr7:17208672-17208734,0.0010202795020159252,0.005916030475004046,4.196744532662124e-05,5.226848491831935,0.38833333333333325,0.9149999999999999,-0.5266666666666666,U,-0.005712260716485423,,21.945833333333336
chr7:41963660-41965479,0.0008807134283342647,0.005874929255902155,3.822037805530623e-05,5.188552636668768,0.2133333333333333,0.9133333333333332,-0.7,U,-0.0053134196266535995,,3.0758333333333336
chr6:130348101-130349840,0.00042399011772596115,0.0058679921916985735,3.786412173270055e-05,5.18208906182104,0.011666666666666667,0.7183333333333334,-0.7066666666666667,U,-0.0053425082629602995,,3.4225000000000008
chr12:77349209-77351011,0.0006532712658464642,0.0058660240718818495,3.75316800058933e-05,5.180255276033368,0.08333333333333333,0.8466666666666667,-0.7633333333333333,U,-0.0054352096828653275,,2.0741666666666663
chr3:190489120-190490956,0.0005827892405560074,0.005810125912593104,3.732389294742202e-05,5.128172445918216,0.05166666666666667,0.8166666666666665,-0.7649999999999999,U,-0.005215795860582837,,2.774166666666666
chrX:29605680-29607530,0.0011737679086528756,0.005794240851222768,3.93947292669427e-05,5.113371619500189,0.04,0.54,-0.5,U,-0.005676890262792359,,1.9191666666666667
chr6:130377999-130379986,0.0007770258759053255,0.005747424637364921,3.569636986924099e-05,5.069750846579965,0.1416666666666667,0.9066666666666666,-0.7649999999999999,U,-0.0053895202064999995,,2.2974999999999994
chr6:130429659-130431405,0.0006276189435605366,0.005732922599897786,3.591158698272556e-05,5.0562386457609225,0.06833333333333334,0.8850000000000001,-0.8166666666666668,U,-0.005346377610081311,,2.5724999999999993
chr6:130309530-130311491,0.000584332721431443,0.005688166317062683,3.651307377814159e-05,5.014537203260012,0.04333333333333333,0.8433333333333334,-0.8,U,-0.005335335634181697,,2.9525
chr18:20936197-20936213,0.0009312304068653008,0.005687245108430448,3.802503518694298e-05,5.013678871728101,0.15,0.8766666666666666,-0.7266666666666666,U,-0.005594178627419064,,10.718333333333334
chr8:106292447-106294375,0.0005045009232441885,0.005656003209807536,3.506350324711861e-05,4.984569389069706,0.061666666666666675,0.9183333333333333,-0.8566666666666667,U,-0.0050951889546003585,,2.645
chr18:20937349-20937849,0.0005901879172656057,0.00565280877372347,3.716213223076133e-05,4.981592989238351,0.36666666666666664,0.8649999999999999,-0.49833333333333324,U,-0.005281288990458874,,11.899166666666666
chrX:141974490-141976377,0.0006712579982099862,0.005634111442628043,3.7341447951923155e-05,4.964171844580982,0.07166666666666667,0.8249999999999998,-0.7533333333333332,U,-0.005108370858389346,,1.763333333333333
chr6:130270368-130272125,0.0011229370691046832,0.0056141419844989065,3.7584680354708075e-05,4.9455654019276745,0.17,0.9183333333333333,-0.7483333333333333,U,-0.00535169726086103,,2.4941666666666666
chr8:105998761-106000531,0.00030371834730303504,0.005603471563952758,3.678382188441333e-05,4.935623290995336,0.021666666666666667,0.7683333333333334,-0.7466666666666668,U,-0.0050725607039554975,,2.8349999999999995
chr2:198893447-198895346,0.00022141972551582744,0.005578946504073694,4.034277582367111e-05,4.912772189214916,0.06999999999999999,0.7116666666666668,-0.6416666666666668,U,-0.005131439051973605,,2.526666666666667
chr3:152494041-152495930,0.0015021173867257487,0.005573420603771729,3.9527932344565914e-05,4.907623459268839,0.2333333333333333,0.8633333333333334,-0.6300000000000001,U,-0.005204395468679542,,3.5825
chr13:37920695-37922687,0.000368311093154029,0.005568935778528153,3.585280902671509e-05,4.903444745797243,0.10166666666666668,0.7400000000000001,-0.6383333333333334,U,-0.005071851254439936,,3.3375
chr15:95379175-95380371,0.0007601328983178581,0.005551465949461986,3.6932139871033184e-05,4.88716732001129,0.04,0.7250000000000001,-0.685,U,-0.0051994066304589855,,3.0775
chr21:35872935-35874768,0.000994716885972903,0.005538220859330543,3.674472603050732e-05,4.874826273580542,0.06333333333333334,0.6933333333333334,-0.63,U,-0.005362631361868489,,2.845
chr8:106540791-106542735,0.0003583767295433305,0.005516332042452614,3.277943497162485e-05,4.8544314780205315,0.03,0.8566666666666666,-0.8266666666666665,U,-0.005001570280443375,,3.364166666666667
chr3:98764882-98766103,0.0008878316547028434,0.005482637344149391,3.590739945278244e-05,4.823036611537666,0.085,0.8116666666666666,-0.7266666666666667,U,-0.005051264292552989,ST3GAL6,3.285
chr3:190545859-190547699,0.0013109803658344296,0.005471235605244699,3.491971365358279e-05,4.812413098385419,0.10833333333333334,0.8716666666666666,-0.7633333333333332,U,-0.0054211053195128206,,2.225
chr3:152499417-152500770,0.0007183590252042537,0.0054663512600189625,3.434984891468086e-05,4.8078621341702705,0.10833333333333334,0.7699999999999999,-0.6616666666666666,U,-0.004990049880815076,,3.545833333333333
chr18:2372477-2374442,0.0006597359438284276,0.0054658238853271335,3.7230497275840684e-05,4.807370755440969,0.06333333333333334,0.8133333333333331,-0.7499999999999998,U,-0.005204975252544438,,2.901666666666667
chr5:13163320-13164969,0.0003144601059256148,0.0054618890025142355,3.267822115002824e-05,4.803704448076382,0.03833333333333333,0.6316666666666667,-0.5933333333333334,U,-0.004980503304270226,,2.1458333333333335
chr6:130431695-130433430,0.000427533074932284,0.005457440772658014,3.22150216498225e-05,4.799559832173773,0.08666666666666667,0.8683333333333333,-0.7816666666666666,U,-0.004999996456871045,,2.8191666666666664
chr3:87296426-87297406,0.0006860252888052365,0.005433645588765774,3.458624840270932e-05,4.777388788690631,0.05499999999999999,0.6383333333333333,-0.5833333333333333,U,-0.00500687368095393,,3.1066666666666674
chr7:122025490-122027406,0.00031959793297823804,0.005401155150454841,3.215679408107164e-05,4.747115985427575,0.02,0.6566666666666666,-0.6366666666666666,U,-0.00484128475513316,,3.205833333333333
chr10:94728124-94728481,0.0003374905816455288,0.005398186199556635,3.3717519811641175e-05,4.744349680289463,0.135,0.8733333333333334,-0.7383333333333334,U,-0.004987093156824542,,16.16916666666667
chr1:1937345-1937394,0.0008776564655405178,0.005347029335013368,3.443418764042256e-05,4.696684527820529,0.8583333333333333,0.105,0.7533333333333333,M,0.005231861771559306,,7.596666666666668
chr6:148355561-148357109,0.00044287553481331724,0.005331865077841725,3.4286692340839685e-05,4.682555307106598,0.015000000000000001,0.7966666666666667,-0.7816666666666667,U,-0.005094129052199394,,2.315
chr2:222218577-222220576,0.0007061414869451838,0.005313907435281749,3.820001407768337e-05,4.665823363539572,0.005,0.5033333333333334,-0.4983333333333334,U,-0.005354750045863228,,2.4383333333333335
chr3:152504809-152506660,0.0007248790191189242,0.005311035707624486,3.823042789552043e-05,4.663147645669552,0.2316666666666667,0.83,-0.5983333333333333,U,-0.0050040209294651755,,3.2575000000000003
chr14:30128807-30128818,0.0013565316767325593,0.005273932892374358,4.102208598604769e-05,4.628577283280975,0.23333333333333336,0.7416666666666667,-0.5083333333333333,U,-0.004916965886269191,,18.091666666666665
chrX:45895925-45897921,0.0006105389369009056,0.00526727820805073,3.154796005072812e-05,4.622376814472921,0.10666666666666665,0.8999999999999999,-0.7933333333333332,U,-0.004838005662136054,,1.2983333333333333
chr3:153952139-153953647,0.0001709748374652042,0.00526406076163755,3.436999847538347e-05,4.6193789748825935,0.13833333333333334,0.7383333333333333,-0.6,U,-0.00485536881519612,,3.42
chr12:77691128-77693097,0.0002407574329154561,0.005228668686277739,3.05825255653905e-05,4.586402585823592,0.0,0.7983333333333333,-0.7983333333333333,U,-0.0047978942474450155,,3.018333333333333
chr4:156336993-156338661,0.000510040884810879,0.0052063292901932175,3.037677137518559e-05,4.565587965343245,0.09499999999999999,0.8566666666666666,-0.7616666666666666,U,-0.004746232174682555,,3.1616666666666666
chr12:102754283-102755525,0.00022442320062516144,0.005203668381669141,3.181919948305847e-05,4.5631086771452996,0.34,0.8533333333333334,-0.5133333333333334,U,-0.00468317717981177,,2.1958333333333333
chr6:148469530-148471523,0.0008419674601677602,0.005183063805300582,3.073660445101687e-05,4.54391046625154,0.11,0.8683333333333333,-0.7583333333333333,U,-0.00481630151817683,,2.4741666666666666
chr6:130422518-130424283,0.00031874380724190914,0.005174796633849447,2.9052207191781827e-05,4.536207570633848,0.07333333333333332,0.8966666666666666,-0.8233333333333333,U,-0.004709094970109977,,2.3350000000000004
chr14:26244125-26245662,0.0014023448459271274,0.005173242516673673,3.0412902475198365e-05,4.534759529734563,0.013333333333333334,0.2483333333333333,-0.23499999999999996,U,-0.005631866674999565,,2.3858333333333333
chr8:119174707-119176392,0.0010511895596908185,0.005143198870665651,3.1920790864401704e-05,4.506766512952155,0.15166666666666667,0.7733333333333333,-0.6216666666666666,U,-0.005655188509193739,,2.6425000000000005
chr3:190609674-190611663,0.0006515005929383947,0.005119642199389357,2.9465099086077857e-05,4.48481770240503,0.05833333333333333,0.8216666666666667,-0.7633333333333333,U,-0.0046736916020064375,,3.0625
chr18:46027882-46027936,0.0006881813549352083,0.0050916075092600835,3.5097592545364046e-05,4.458696520206677,0.12333333333333334,0.79,-0.6666666666666667,U,-0.005167378890953415,,4.440833333333334
chr11:64342463-64342511,0.00024676002878312844,0.005065837218428367,3.0955032428382365e-05,4.434685180719213,0.8833333333333333,0.3233333333333333,0.56,M,0.004698009088840505,CCDC88B,8.003333333333334
chr17:66442967-66443071,0.0004273853577429526,0.005037527588796734,3.195142362709966e-05,4.408307825015766,0.47500000000000003,0.8533333333333332,-0.37833333333333313,U,-0.004803944521755881,,15.625833333333333
chr4:149119107-149119338,0.0008882638248908599,0.0050326652116065304,2.9511128264569063e-05,4.403777329407762,0.08166666666666667,0.7433333333333333,-0.6616666666666666,U,-0.00472318677666098,,3.1341666666666668
chr6:148476314-148478254,0.0008280733923243319,0.004997254542445606,2.877731118273993e-05,4.370783615667646,0.2316666666666667,0.9,-0.6683333333333333,U,-0.004776438320735152,,3.3725000000000005
chr2:228215514-228217369,0.0003745511753915776,0.004992614979506851,3.214308444234764e-05,4.366460726123117,0.043333333333333335,0.7983333333333333,-0.755,U,-0.004625029991872768,,2.311666666666666
chr13:37676793-37678363,0.00015657835565514598,0.004943576458438071,2.7059821960630595e-05,4.32076932958302,0.013333333333333334,0.6833333333333332,-0.6699999999999999,U,-0.004457795059928804,,2.725
chr5:15577112-15577476,0.0012577174976349343,0.004938118628415869,3.0108959114776377e-05,4.315684023779382,0.13,0.9666666666666668,-0.8366666666666668,U,-0.004703263766819203,,3.1458333333333335
chr1:214966462-214968277,0.0007086410688564526,0.004934979424209762,2.946644484509428e-05,4.312759085973847,0.17,0.8650000000000001,-0.6950000000000001,U,-0.004795829603208823,,2.5275
chr2:226333045-226334990,0.0006842162493501447,0.004918607937510856,2.709789123844822e-05,4.297505035190761,0.2866666666666667,0.9249999999999999,-0.6383333333333332,U,-0.0044763826186991025,,2.6283333333333334
chr13:37923849-37925705,0.0005741474661425456,0.004911824193369864,2.7766601708371935e-05,4.291184315543896,0.10166666666666667,0.7483333333333332,-0.6466666666666665,U,-0.004626025206916158,,2.6075
chr7:144029468-144030386,0.000229877776832948,0.004899538994178678,2.6666121939971143e-05,4.279737642691931,0.041666666666666664,0.645,-0.6033333333333334,U,-0.004534247542690724,,2.4699999999999998
chr2:221390804-221392396,0.0008809417178973674,0.004898093591652313,3.089976060535489e-05,4.278390896123053,0.08,0.4066666666666667,-0.32666666666666666,U,-0.004850780844588094,,2.499166666666666
chr6:148346764-148348274,0.00024754646348403426,0.004880580289288162,2.8811907443238752e-05,4.262072964309312,0.07166666666666667,0.8383333333333334,-0.7666666666666667,U,-0.004643813193746728,,2.6666666666666665
chr4:9154383-9155119,0.0012848999219221972,0.004858264990795058,3.0022106560797595e-05,4.241280796639146,0.93,0.63,0.30000000000000004,M,0.005472405647300587,,3.0891666666666673
chr1:85194942-85195053,0.0010095411189562744,0.004857798018836241,2.902101096193731e-05,4.240845697853979,0.18499999999999997,0.7416666666666667,-0.5566666666666668,U,-0.00540581719197951,,3.0033333333333325
chr5:39850504-39852474,0.0006212321956167137,0.0048444928186917565,2.7332659378767257e-05,4.228448644219464,0.06666666666666667,0.6766666666666666,-0.61,U,-0.004613500882770835,,2.3024999999999998
chr12:11391079-11392868,0.0005472108617824564,0.004837627502204133,3.1103139298534774e-05,4.222051919946941,0.05833333333333333,0.61,-0.5516666666666666,U,-0.004643269242287987,,2.9525000000000006
chr6:151528616-151529037,0.0011046954004031945,0.004833935585618616,3.289281562548439e-05,4.218611995148532,0.36000000000000004,0.895,-0.5349999999999999,U,-0.0049841643244309085,,2.5875000000000004
chr6:130312217-130314127,0.0005555931793958229,0.004823403610952824,2.5526923324218924e-05,4.208798880472214,0.18500000000000003,0.945,-0.7599999999999999,U,-0.0045951588144814,,1.985
chr6:130346139-130347882,0.000570341444771611,0.004822500389235735,2.607744212529083e-05,4.207957308158456,0.09833333333333333,0.8883333333333333,-0.79,U,-0.004521173524200397,,1.8866666666666667
chr6:130388511-130390403,0.0003534478763564677,0.0047927881514894565,2.500882949127978e-05,4.18027307936504,0.06333333333333334,0.8683333333333333,-0.8049999999999999,U,-0.004346559822138594,,2.5291666666666672
chr6:128802699-128804674,0.00030333276224483785,0.004779753599807397,2.7956505723691753e-05,4.168128201080639,0.06833333333333334,0.7183333333333334,-0.65,U,-0.004303352625092331,,2.625833333333334
chr7:41971182-41973161,0.0005924931442710736,0.004763922238972308,2.5606167453977942e-05,4.1533774098675265,0.18333333333333335,0.9100000000000001,-0.7266666666666668,U,-0.004394952614996097,,3.210833333333333
chr1:95311102-95311487,0.00030166693229401886,0.004751853507658205,2.903108471438213e-05,4.142132429876487,0.0,0.5283333333333333,-0.5283333333333333,U,-0.0044917368041978165,,3.8558333333333343
chr18:1982376-1984346,4.102032259674089e-05,0.004703523823497616,2.6834863179586982e-05,4.097101488577464,0.008333333333333333,0.715,-0.7066666666666667,U,-0.004265687368162825,,2.9875000000000003
chr6:54158384-54160047,0.0005718946234201435,0.004687282302193249,2.83413768260402e-05,4.081968532400189,0.13999999999999999,0.7216666666666667,-0.5816666666666667,U,-0.004568170250365991,,2.3558333333333334
chrX:109614270-109614791,0.00019022059912839474,0.004650035835574879,3.392143606021864e-05,4.04726432356831,0.06333333333333334,0.48,-0.41666666666666663,U,-0.0043244621070752534,,10.240833333333333
chr6:44595511-44597399,0.0010110958311809707,0.004635239428788258,2.6239991316844642e-05,4.0334778456093225,0.075,0.5983333333333334,-0.5233333333333334,U,-0.004454557551636176,,2.379166666666667
chr8:106344685-106345962,0.0004234991310796425,0.004604322297260265,2.3607736381782736e-05,4.0046709630659745,0.06666666666666667,0.8683333333333333,-0.8016666666666666,U,-0.004170298813899289,,2.5491666666666664
chr10:94678459-94679384,0.00010929194193657996,0.004571756307795198,2.2910297691237085e-05,3.9743277653932303,0.16333333333333333,0.8683333333333332,-0.7049999999999998,U,-0.004206807054159594,,14.762500000000003
chr5:114383613-114384854,0.00026237840221383165,0.004565519268519747,2.576629216076873e-05,3.9685164352682643,0.13833333333333334,0.8083333333333332,-0.6699999999999999,U,-0.004463933388635251,,2.6525000000000003
chr6:130283584-130285541,0.0007557804529035456,0.004553283332436372,2.6525751486503435e-05,3.9571156630704114,0.2066666666666667,0.8983333333333333,-0.6916666666666667,U,-0.0042444467617208815,,2.8266666666666667
chr3:190652234-190653976,0.0009802279678514073,0.004533611824751435,3.059059057443401e-05,3.9387868342520753,0.235,0.8533333333333332,-0.6183333333333332,U,-0.0043055465009916504,,3.216666666666667
chrX:141911087-141913027,0.00032358087495331956,0.004525847312685148,2.5993989476801624e-05,3.9315522890001198,0.11166666666666668,0.8233333333333333,-0.7116666666666666,U,-0.004438427651015652,,1.6383333333333336
chr6:130325314-130327152,0.0003760802103454459,0.004501901169468027,2.2419892734563188e-05,3.9092405899216582,0.09833333333333334,0.8583333333333334,-0.76,U,-0.0041949335613083545,,2.026666666666667
chr6:131831662-131832831,-6.4472926905996e-05,0.004479411626339688,2.3577720161587707e-05,3.888286070684806,0.0,0.5883333333333333,-0.5883333333333333,U,-0.004003140171198724,,2.460833333333333
chrX:119398824-119399824,0.0006450388003599977,0.004461435279937312,2.656591062992025e-05,3.8715366999062475,0.015,0.20333333333333334,-0.18833333333333335,U,-0.004692907201659119,SLC25A43,2.6575
chr7:35247246-35248741,0.0004971186492512998,0.004457686830113793,2.6341030533752377e-05,3.8680441005463106,0.20666666666666667,0.7333333333333333,-0.5266666666666666,U,-0.004162309534445981,TBX20,3.5275
chrX:45812652-45814334,0.001001479898406048,0.004449377440230782,2.4971663048608096e-05,3.860301868116047,0.28833333333333333,0.9433333333333334,-0.655,U,-0.004099807777959382,,1.9558333333333333
chr18:2398235-2400090,0.0005794258960483684,0.004441876828750292,2.3894519838563158e-05,3.8533132109139343,0.18666666666666668,0.855,-0.6683333333333333,U,-0.004279814396277437,,2.9033333333333338
chr18:2293354-2295217,0.00018445393299781283,0.004431326464006517,2.3688815979968135e-05,3.8434829613745087,0.05166666666666667,0.8250000000000001,-0.7733333333333334,U,-0.0040251959835566125,,2.7291666666666665
chr12:80731955-80733900,0.0004529959405560607,0.004429896577044572,2.3828953224977e-05,3.842150671355115,0.14,0.8083333333333332,-0.6683333333333332,U,-0.004038338120352634,,2.6875
chr4:144630451-144632149,1.601857564795149e-05,0.00442966521984008,2.192243384026833e-05,3.8419351054379045,0.008333333333333333,0.765,-0.7566666666666667,U,-0.004007179050093841,,2.5108333333333333
chr10:89867749-89869495,0.0001630458131202194,0.004418501994844324,2.3154363803191035e-05,3.8315338264264103,0.14,0.795,-0.655,U,-0.004251318535363298,,2.2075
chr18:48922650-48922896,0.001034792516699368,0.0044157985287103406,2.538409093833202e-05,3.82901488538846,0.8016666666666667,0.13833333333333334,0.6633333333333334,M,0.004462957614508119,,21.13083333333334
chrX:142003335-142005162,0.0005136633609182637,0.004403047899434192,2.601001349099622e-05,3.817134550384573,0.13,0.81,-0.68,U,-0.004658511079498342,,2.0908333333333333
chr8:106346109-106347913,0.00110444690932479,0.004400525447549016,2.5383237229933245e-05,3.8147842684668687,0.4716666666666666,0.9433333333333334,-0.47166666666666673,U,-0.004126463337356442,,2.2666666666666666
chr6:130455069-130456585,0.0005425271243822048,0.004396195162466921,2.293428726148532e-05,3.810749547017171,0.19166666666666668,0.8966666666666666,-0.705,U,-0.004390224175977308,,2.6758333333333333
chr17:68661229-68662328,-1.665705016685172e-05,0.004382756502046183,2.4086348914278806e-05,3.7982281424383006,0.15833333333333333,0.735,-0.5766666666666667,U,-0.004175550347180358,,3.954166666666667
chr21:38251236-38251719,0.00045365540109205987,0.004382378227692724,2.2812179063301917e-05,3.797875687202944,0.11499999999999999,0.8333333333333334,-0.7183333333333334,U,-0.004036601004720566,,2.5166666666666666
chr14:54023698-54025464,0.00041539911682184923,0.004361064718979973,2.1401768299205174e-05,3.7780169321460932,0.105,0.8566666666666666,-0.7516666666666666,U,-0.004085443892085919,,2.6291666666666664
chr3:169149725-169151123,0.0006361265802282304,0.004359196607913383,2.485053650181286e-05,3.7762763290107584,0.09833333333333333,0.46833333333333327,-0.36999999999999994,U,-0.003917522025080083,MECOM,3.459166666666667
chr7:16905695-16905819,-2.3961182484853044e-05,0.004355534163767772,2.0994257602034877e-05,3.7728638650107054,0.06000000000000002,0.8550000000000001,-0.795,U,-0.0039642837178840784,,19.356666666666666
