chrom,source,type,start,end,score,strand,phase,ID,bound_end,bound_start,description,feature_type,region,length,segment_id,gene_symbol
chr1,Regulatory_Build,promoter,1353800,1362600,.,.,.,promoter:ENSR00000344595,1362600,1349602,Predicted promoter,Promoter,"[1353800, 1362600]",8800,chr1:1353800-1362600,MXRA8
chr1,Regulatory_Build,promoter,1373600,1376801,.,.,.,promoter:ENSR00000000184,1376999,1370402,Predicted promoter,Promoter,"[1373600, 1376801]",3201,chr1:1373600-1376801,AURKAIP1
chr1,Regulatory_Build,promoter,1397800,1401201,.,.,.,promoter:ENSR00000000186,1406599,1397202,Predicted promoter,Promoter,"[1397800, 1401201]",3401,chr1:1397800-1401201,CCNL2
chr1,Regulatory_Build,promoter,1406000,1410801,.,.,.,promoter:ENSR00000000188,1411199,1400202,Predicted promoter,Promoter,"[1406000, 1410801]",4801,chr1:1406000-1410801,MRPL20
chr1,Regulatory_Build,promoter,1430200,1438601,.,.,.,promoter:ENSR00000000192,1439457,1428002,Predicted promoter,Promoter,"[1430200, 1438601]",8401,chr1:1430200-1438601,VWA1
chr1,Regulatory_Build,promoter,1462200,1463001,.,.,.,promoter:ENSR00000344642,1463199,1460602,Predicted promoter,Promoter,"[1462200, 1463001]",801,chr1:1462200-1463001,ATAD3C
chr1,Regulatory_Build,promoter,1470000,1473801,.,.,.,promoter:ENSR00000000194,1476399,1469402,Predicted promoter,Promoter,"[1470000, 1473801]",3801,chr1:1470000-1473801,ATAD3B
chr1,Regulatory_Build,promoter,1510000,1514401,.,.,.,promoter:ENSR00000000198,1514999,1508402,Predicted promoter,Promoter,"[1510000, 1514401]",4401,chr1:1510000-1514401,ATAD3A
chr1,Regulatory_Build,promoter,1572800,1576201,.,.,.,promoter:ENSR00000000205,1576999,1567002,Predicted promoter,Promoter,"[1572800, 1576201]",3401,chr1:1572800-1576201,SSU72
chr1,Regulatory_Build,promoter,1613400,1617201,.,.,.,promoter:ENSR00000000210,1617799,1609602,Predicted promoter,Promoter,"[1613400, 1617201]",3801,chr1:1613400-1617201,MIB2
chr1,Regulatory_Build,promoter,1627400,1634400,.,.,.,promoter:ENSR00000344687,1634400,1626802,Predicted promoter,Promoter,"[1627400, 1634400]",7000,chr1:1627400-1634400,MMP23B
chr1,Regulatory_Build,promoter,1657400,1660401,.,.,.,promoter:ENSR00000000215,1665199,1657002,Predicted promoter,Promoter,"[1657400, 1660401]",3001,chr1:1657400-1660401,CDK11B
chr1,Regulatory_Build,promoter,1690600,1695401,.,.,.,promoter:ENSR00000000222,1695999,1685402,Predicted promoter,Promoter,"[1690600, 1695401]",4801,chr1:1690600-1695401,SLC35E2B
chr1,Regulatory_Build,promoter,1722800,1727001,.,.,.,promoter:ENSR00000000226,1730999,1722202,Predicted promoter,Promoter,"[1722800, 1727001]",4201,chr1:1722800-1727001,CDK11A
chr1,Regulatory_Build,promoter,1744000,1747601,.,.,.,promoter:ENSR00000000229,1750199,1743002,Predicted promoter,Promoter,"[1744000, 1747601]",3601,chr1:1744000-1747601,SLC35E2
chr1,Regulatory_Build,promoter,1775400,1781001,.,.,.,promoter:ENSR00000000234,1784599,1773802,Predicted promoter,Promoter,"[1775400, 1781001]",5601,chr1:1775400-1781001,NADK
chr1,Regulatory_Build,promoter,1917800,1920201,.,.,.,promoter:ENSR00000000255,1921799,1917402,Predicted promoter,Promoter,"[1917800, 1920201]",2401,chr1:1917800-1920201,TMEM52
chr1,Regulatory_Build,promoter,2003201,2004400,.,.,.,promoter:ENSR00000344770,2004400,2003201,Predicted promoter,Promoter,"[2003201, 2004400]",1199,chr1:2003201-2004400,CFAP74
chr1,Regulatory_Build,promoter,2018401,2020001,.,.,.,promoter:ENSR00000344773,2020199,2018401,Predicted promoter,Promoter,"[2018401, 2020001]",1600,chr1:2018401-2020001,GABRD
chr1,Regulatory_Build,promoter,2049200,2052800,.,.,.,promoter:ENSR00000000276,2052800,2044002,Predicted promoter,Promoter,"[2049200, 2052800]",3600,chr1:2049200-2052800,PRKCZ
chr1,Regulatory_Build,promoter,2073400,2074401,.,.,.,promoter:ENSR00000344791,2075399,2071602,Predicted promoter,Promoter,"[2073400, 2074401]",1001,chr1:2073400-2074401,PRKCZ
chr1,Regulatory_Build,promoter,2192600,2200601,.,.,.,promoter:ENSR00000000302,2211199,2187602,Predicted promoter,Promoter,"[2192600, 2200601]",8001,chr1:2192600-2200601,FAAP20
chr1,Regulatory_Build,promoter,2225800,2236201,.,.,.,promoter:ENSR00000000307,2280599,2223402,Predicted promoter,Promoter,"[2225800, 2236201]",10401,chr1:2225800-2236201,SKI
chr1,Regulatory_Build,promoter,2390200,2393601,.,.,.,promoter:ENSR00000000337,2395599,2389602,Predicted promoter,Promoter,"[2390200, 2393601]",3401,chr1:2390200-2393601,MORN1
chr1,Regulatory_Build,promoter,2390200,2393601,.,.,.,promoter:ENSR00000000337,2395599,2389602,Predicted promoter,Promoter,"[2390200, 2393601]",3401,chr1:2390200-2393601,RER1
chr1,Regulatory_Build,promoter,2410401,2415201,.,.,.,promoter:ENSR00000000339,2417999,2410401,Predicted promoter,Promoter,"[2410401, 2415201]",4800,chr1:2410401-2415201,PEX10
chr1,Regulatory_Build,promoter,2415400,2417201,.,.,.,promoter:ENSR00000344931,2417999,2412602,Predicted promoter,Promoter,"[2415400, 2417201]",1801,chr1:2415400-2417201,PLCH2
chr1,Regulatory_Build,promoter,2523200,2531201,.,.,.,promoter:ENSR00000000360,2536199,2522602,Predicted promoter,Promoter,"[2523200, 2531201]",8001,chr1:2523200-2531201,PANK4
chr1,Regulatory_Build,promoter,2523200,2531201,.,.,.,promoter:ENSR00000000360,2536199,2522602,Predicted promoter,Promoter,"[2523200, 2531201]",8001,chr1:2523200-2531201,HES5
chr1,Regulatory_Build,promoter,2554600,2562201,.,.,.,promoter:ENSR00000918616,2562399,2551602,Predicted promoter,Promoter,"[2554600, 2562201]",7601,chr1:2554600-2562201,TNFRSF14
chr1,Regulatory_Build,promoter,2584600,2588601,.,.,.,promoter:ENSR00000000372,2589199,2573202,Predicted promoter,Promoter,"[2584600, 2588601]",4001,chr1:2584600-2588601,FAM213B
chr1,Regulatory_Build,promoter,3066400,3074201,.,.,.,promoter:ENSR00000000391,3074999,3065802,Predicted promoter,Promoter,"[3066400, 3074201]",7801,chr1:3066400-3074201,PRDM16
chr1,Regulatory_Build,promoter,3471600,3472201,.,.,.,promoter:ENSR00001165025,3473199,3470602,Predicted promoter,Promoter,"[3471600, 3472201]",601,chr1:3471600-3472201,ARHGEF16
chr1,Regulatory_Build,promoter,3529800,3532201,.,.,.,promoter:ENSR00000000465,3532599,3528402,Predicted promoter,Promoter,"[3529800, 3532201]",2401,chr1:3529800-3532201,MEGF6
chr1,Regulatory_Build,promoter,3610200,3612601,.,.,.,promoter:ENSR00000000481,3615599,3607802,Predicted promoter,Promoter,"[3610200, 3612601]",2401,chr1:3610200-3612601,MEGF6
chr1,Regulatory_Build,promoter,3623200,3626201,.,.,.,promoter:ENSR00000000486,3626799,3622602,Predicted promoter,Promoter,"[3623200, 3626201]",3001,chr1:3623200-3626201,MEGF6
chr1,Regulatory_Build,promoter,3623200,3626201,.,.,.,promoter:ENSR00000000486,3626799,3622602,Predicted promoter,Promoter,"[3623200, 3626201]",3001,chr1:3623200-3626201,TPRG1L
chr1,Regulatory_Build,promoter,3648600,3650601,.,.,.,promoter:ENSR00000000488,3654199,3647002,Predicted promoter,Promoter,"[3648600, 3650601]",2001,chr1:3648600-3650601,WRAP73
chr1,Regulatory_Build,promoter,3651400,3653801,.,.,.,promoter:ENSR00000345283,3654199,3650202,Predicted promoter,Promoter,"[3651400, 3653801]",2401,chr1:3651400-3653801,TP73
chr1,Regulatory_Build,promoter,3771600,3774001,.,.,.,promoter:ENSR00000000514,3779399,3770402,Predicted promoter,Promoter,"[3771600, 3774001]",2401,chr1:3771600-3774001,SMIM1
chr1,Regulatory_Build,promoter,3793000,3797601,.,.,.,promoter:ENSR00000000516,3797799,3792802,Predicted promoter,Promoter,"[3793000, 3797601]",4601,chr1:3793000-3797601,LRRC47
chr1,Regulatory_Build,promoter,3855600,3858801,.,.,.,promoter:ENSR00000000525,3859799,3855202,Predicted promoter,Promoter,"[3855600, 3858801]",3201,chr1:3855600-3858801,CEP104
chr1,Regulatory_Build,promoter,3855600,3858801,.,.,.,promoter:ENSR00000000525,3859799,3855202,Predicted promoter,Promoter,"[3855600, 3858801]",3201,chr1:3855600-3858801,DFFB
chr1,Regulatory_Build,promoter,3898001,3902201,.,.,.,promoter:ENSR00000000530,3904999,3898001,Predicted promoter,Promoter,"[3898001, 3902201]",4200,chr1:3898001-3902201,C1orf174
chr1,Regulatory_Build,promoter,4654201,4656601,.,.,.,promoter:ENSR00000345480,4656726,4654201,Predicted promoter,Promoter,"[4654201, 4656601]",2400,chr1:4654201-4656601,AJAP1
chr1,Regulatory_Build,promoter,5990800,5995401,.,.,.,promoter:ENSR00000000584,5996599,5990002,Predicted promoter,Promoter,"[5990800, 5995401]",4601,chr1:5990800-5995401,KCNAB2
chr1,Regulatory_Build,promoter,5990800,5995401,.,.,.,promoter:ENSR00000000584,5996599,5990002,Predicted promoter,Promoter,"[5990800, 5995401]",4601,chr1:5990800-5995401,NPHP4
chr1,Regulatory_Build,promoter,6024800,6029401,.,.,.,promoter:ENSR00000000589,6039599,6024231,Predicted promoter,Promoter,"[6024800, 6029401]",4601,chr1:6024800-6029401,KCNAB2
chr1,Regulatory_Build,promoter,6179200,6180801,.,.,.,promoter:ENSR00000345785,6181999,6178802,Predicted promoter,Promoter,"[6179200, 6180801]",1601,chr1:6179200-6180801,CHD5
chr1,Regulatory_Build,promoter,6197400,6200801,.,.,.,promoter:ENSR00000000615,6201199,6196602,Predicted promoter,Promoter,"[6197400, 6200801]",3401,chr1:6197400-6200801,RPL22
chr1,Regulatory_Build,promoter,6204600,6207201,.,.,.,promoter:ENSR00000000616,6210199,6204002,Predicted promoter,Promoter,"[6204600, 6207201]",2601,chr1:6204600-6207201,RNF207
chr1,Regulatory_Build,promoter,6234200,6237201,.,.,.,promoter:ENSR00000000619,6237399,6234002,Predicted promoter,Promoter,"[6234200, 6237201]",3001,chr1:6234200-6237201,ICMT
chr1,Regulatory_Build,promoter,6259600,6261801,.,.,.,promoter:ENSR00000000628,6264199,6258402,Predicted promoter,Promoter,"[6259600, 6261801]",2201,chr1:6259600-6261801,GPR153
chr1,Regulatory_Build,promoter,6358400,6360401,.,.,.,promoter:ENSR00000345851,6361799,6357202,Predicted promoter,Promoter,"[6358400, 6360401]",2001,chr1:6358400-6360401,ACOT7
chr1,Regulatory_Build,promoter,6384800,6386401,.,.,.,promoter:ENSR00000345860,6387999,6384602,Predicted promoter,Promoter,"[6384800, 6386401]",1601,chr1:6384800-6386401,ACOT7
chr1,Regulatory_Build,promoter,6391800,6394601,.,.,.,promoter:ENSR00000000662,6395799,6391202,Predicted promoter,Promoter,"[6391800, 6394601]",2801,chr1:6391800-6394601,ACOT7
chr1,Regulatory_Build,promoter,6418800,6420401,.,.,.,promoter:ENSR00001165191,6421124,6418202,Predicted promoter,Promoter,"[6418800, 6420401]",1601,chr1:6418800-6420401,HES2
chr1,Regulatory_Build,promoter,6424600,6425601,.,.,.,promoter:ENSR00000345875,6428799,6422602,Predicted promoter,Promoter,"[6424600, 6425601]",1001,chr1:6424600-6425601,HES2
chr1,Regulatory_Build,promoter,6424600,6425601,.,.,.,promoter:ENSR00000345875,6428799,6422602,Predicted promoter,Promoter,"[6424600, 6425601]",1001,chr1:6424600-6425601,ESPN
chr1,Regulatory_Build,promoter,6446800,6449801,.,.,.,promoter:ENSR00000345892,6450399,6446402,Predicted promoter,Promoter,"[6446800, 6449801]",3001,chr1:6446800-6449801,ESPN
chr1,Regulatory_Build,promoter,6463400,6467400,.,.,.,promoter:ENSR00000345897,6467400,6459202,Predicted promoter,Promoter,"[6463400, 6467400]",4000,chr1:6463400-6467400,TNFRSF25
chr1,Regulatory_Build,promoter,6484400,6486601,.,.,.,promoter:ENSR00000000680,6487599,6483802,Predicted promoter,Promoter,"[6484400, 6486601]",2201,chr1:6484400-6486601,PLEKHG5
chr1,Regulatory_Build,promoter,6489400,6492401,.,.,.,promoter:ENSR00000345915,6497199,6488202,Predicted promoter,Promoter,"[6489400, 6492401]",3001,chr1:6489400-6492401,PLEKHG5
chr1,Regulatory_Build,promoter,6496000,6498401,.,.,.,promoter:ENSR00000000684,6503599,6491002,Predicted promoter,Promoter,"[6496000, 6498401]",2401,chr1:6496000-6498401,PLEKHG5
chr1,Regulatory_Build,promoter,6552600,6555601,.,.,.,promoter:ENSR00000000701,6555799,6552402,Predicted promoter,Promoter,"[6552600, 6555601]",3001,chr1:6552600-6555601,NOL9
chr1,Regulatory_Build,promoter,6578800,6582201,.,.,.,promoter:ENSR00000000704,6583599,6577802,Predicted promoter,Promoter,"[6578800, 6582201]",3401,chr1:6578800-6582201,ZBTB48
chr1,Regulatory_Build,promoter,6598600,6604801,.,.,.,promoter:ENSR00000000707,6606199,6596202,Predicted promoter,Promoter,"[6598600, 6604801]",6201,chr1:6598600-6604801,KLHL21
chr1,Regulatory_Build,promoter,6611800,6616601,.,.,.,promoter:ENSR00000000710,6616799,6611002,Predicted promoter,Promoter,"[6611800, 6616601]",4801,chr1:6611800-6616601,PHF13
chr1,Regulatory_Build,promoter,6624600,6626801,.,.,.,promoter:ENSR00000000711,6627399,6624002,Predicted promoter,Promoter,"[6624600, 6626801]",2201,chr1:6624600-6626801,THAP3
chr1,Regulatory_Build,promoter,6699800,6702401,.,.,.,promoter:ENSR00000000720,6703399,6698602,Predicted promoter,Promoter,"[6699800, 6702401]",2601,chr1:6699800-6702401,DNAJC11
chr1,Regulatory_Build,promoter,6783200,6787201,.,.,.,promoter:ENSR00000000733,6792399,6782802,Predicted promoter,Promoter,"[6783200, 6787201]",4001,chr1:6783200-6787201,CAMTA1
chr1,Regulatory_Build,promoter,7770000,7772801,.,.,.,promoter:ENSR00000000829,7775399,7769849,Predicted promoter,Promoter,"[7770000, 7772801]",2801,chr1:7770000-7772801,VAMP3
chr1,Regulatory_Build,promoter,7782800,7785401,.,.,.,promoter:ENSR00000346274,7787999,7781202,Predicted promoter,Promoter,"[7782800, 7785401]",2601,chr1:7782800-7785401,PER3
chr1,Regulatory_Build,promoter,7953401,7955201,.,.,.,promoter:ENSR00000000849,7955999,7953401,Predicted promoter,Promoter,"[7953401, 7955201]",1800,chr1:7953401-7955201,PARK7
chr1,Regulatory_Build,promoter,7960200,7963201,.,.,.,promoter:ENSR00000000851,7964799,7959602,Predicted promoter,Promoter,"[7960200, 7963201]",3001,chr1:7960200-7963201,PARK7
chr1,Regulatory_Build,promoter,8016600,8027801,.,.,.,promoter:ENSR00000919283,8029799,8014002,Predicted promoter,Promoter,"[8016600, 8027801]",11201,chr1:8016600-8027801,ERRFI1
chr1,Regulatory_Build,promoter,8419000,8425601,.,.,.,promoter:ENSR00000000937,8432799,8415202,Predicted promoter,Promoter,"[8419000, 8425601]",6601,chr1:8419000-8425601,RERE
chr1,Regulatory_Build,promoter,8814800,8819001,.,.,.,promoter:ENSR00000001016,8819399,8811002,Predicted promoter,Promoter,"[8814800, 8819001]",4201,chr1:8814800-8819001,RERE
chr1,Regulatory_Build,promoter,8872800,8880601,.,.,.,promoter:ENSR00000001030,8881799,8870202,Predicted promoter,Promoter,"[8872800, 8880601]",7801,chr1:8872800-8880601,ENO1
chr1,Regulatory_Build,promoter,9068600,9070001,.,.,.,promoter:ENSR00000346624,9087399,9060602,Predicted promoter,Promoter,"[9068600, 9070001]",1401,chr1:9068600-9070001,SLC2A5
chr1,Regulatory_Build,promoter,9127000,9130201,.,.,.,promoter:ENSR00000001074,9130599,9123802,Predicted promoter,Promoter,"[9127000, 9130201]",3201,chr1:9127000-9130201,GPR157
chr1,Regulatory_Build,promoter,9179600,9184201,.,.,.,promoter:ENSR00000001086,9184799,9171802,Predicted promoter,Promoter,"[9179600, 9184201]",4601,chr1:9179600-9184201,GPR157
chr1,Regulatory_Build,promoter,9233000,9236601,.,.,.,promoter:ENSR00000001095,9245799,9227202,Predicted promoter,Promoter,"[9233000, 9236601]",3601,chr1:9233000-9236601,H6PD
chr1,Regulatory_Build,promoter,9239400,9240201,.,.,.,promoter:ENSR00000346665,9245799,9228202,Predicted promoter,Promoter,"[9239400, 9240201]",801,chr1:9239400-9240201,H6PD
chr1,Regulatory_Build,promoter,9291800,9296001,.,.,.,promoter:ENSR00000250187,9306199,9289002,Predicted promoter,Promoter,"[9291800, 9296001]",4201,chr1:9291800-9296001,SPSB1
chr1,Regulatory_Build,promoter,9538000,9541801,.,.,.,promoter:ENSR00000001151,9543799,9537202,Predicted promoter,Promoter,"[9538000, 9541801]",3801,chr1:9538000-9541801,SLC25A33
chr1,Regulatory_Build,promoter,9588000,9592001,.,.,.,promoter:ENSR00000001158,9595999,9587602,Predicted promoter,Promoter,"[9588000, 9592001]",4001,chr1:9588000-9592001,TMEM201
chr1,Regulatory_Build,promoter,9650800,9656001,.,.,.,promoter:ENSR00000346806,9660999,9642002,Predicted promoter,Promoter,"[9650800, 9656001]",5201,chr1:9650800-9656001,PIK3CD
chr1,Regulatory_Build,promoter,9821800,9825801,.,.,.,promoter:ENSR00000001192,9826999,9819002,Predicted promoter,Promoter,"[9821800, 9825801]",4001,chr1:9821800-9825801,CLSTN1
chr1,Regulatory_Build,promoter,9908800,9911601,.,.,.,promoter:ENSR00000001214,9912999,9907002,Predicted promoter,Promoter,"[9908800, 9911601]",2801,chr1:9908800-9911601,CTNNBIP1
chr1,Regulatory_Build,promoter,9942000,9944801,.,.,.,promoter:ENSR00000001217,9946799,9941402,Predicted promoter,Promoter,"[9942000, 9944801]",2801,chr1:9942000-9944801,LZIC
chr1,Regulatory_Build,promoter,9942000,9944801,.,.,.,promoter:ENSR00000001217,9946799,9941402,Predicted promoter,Promoter,"[9942000, 9944801]",2801,chr1:9942000-9944801,NMNAT1
chr1,Regulatory_Build,promoter,9996600,9998401,.,.,.,promoter:ENSR00000001220,9998599,9996402,Predicted promoter,Promoter,"[9996600, 9998401]",1801,chr1:9996600-9998401,RBP7
chr1,Regulatory_Build,promoter,10031800,10036001,.,.,.,promoter:ENSR00000001223,10036599,10029402,Predicted promoter,Promoter,"[10031800, 10036001]",4201,chr1:10031800-10036001,UBE4B
chr1,Regulatory_Build,promoter,10397400,10401401,.,.,.,promoter:ENSR00001165499,10402199,10396602,Predicted promoter,Promoter,"[10397400, 10401401]",4001,chr1:10397400-10401401,PGD
chr1,Regulatory_Build,promoter,10429800,10432201,.,.,.,promoter:ENSR00000001275,10432399,10426402,Predicted promoter,Promoter,"[10429800, 10432201]",2401,chr1:10429800-10432201,CENPS
chr1,Regulatory_Build,promoter,10470801,10476601,.,.,.,promoter:ENSR00000001279,10478399,10470801,Predicted promoter,Promoter,"[10470801, 10476601]",5800,chr1:10470801-10476601,DFFA
chr1,Regulatory_Build,promoter,10470801,10476601,.,.,.,promoter:ENSR00000001279,10478399,10470801,Predicted promoter,Promoter,"[10470801, 10476601]",5800,chr1:10470801-10476601,PEX14
chr1,Regulatory_Build,promoter,10692600,10696001,.,.,.,promoter:ENSR00000001323,10697199,10690602,Predicted promoter,Promoter,"[10692600, 10696001]",3401,chr1:10692600-10696001,CASZ1
chr1,Regulatory_Build,promoter,10793000,10797201,.,.,.,promoter:ENSR00000250214,10797257,10791002,Predicted promoter,Promoter,"[10793000, 10797201]",4201,chr1:10793000-10797201,CASZ1
chr1,Regulatory_Build,promoter,11011400,11014801,.,.,.,promoter:ENSR00000001369,11016799,11011002,Predicted promoter,Promoter,"[11011400, 11014801]",3401,chr1:11011400-11014801,TARDBP
chr1,Regulatory_Build,promoter,11058400,11062001,.,.,.,promoter:ENSR00000001374,11062999,11057602,Predicted promoter,Promoter,"[11058400, 11062001]",3601,chr1:11058400-11062001,SRM
chr1,Regulatory_Build,promoter,11098400,11100600,.,.,.,promoter:ENSR00000001378,11100600,11098002,Predicted promoter,Promoter,"[11098400, 11100600]",2200,chr1:11098400-11100600,EXOSC10
chr1,Regulatory_Build,promoter,11261000,11263800,.,.,.,promoter:ENSR00000001391,11263800,11260402,Predicted promoter,Promoter,"[11261000, 11263800]",2800,chr1:11261000-11263800,MTOR
chr1,Regulatory_Build,promoter,11272400,11275401,.,.,.,promoter:ENSR00000347246,11277999,11272202,Predicted promoter,Promoter,"[11272400, 11275401]",3001,chr1:11272400-11275401,UBIAD1
chr1,Regulatory_Build,promoter,11478400,11481400,.,.,.,promoter:ENSR00000001408,11481400,11478202,Predicted promoter,Promoter,"[11478400, 11481400]",3000,chr1:11478400-11481400,DISP3
chr1,Regulatory_Build,promoter,11652800,11656001,.,.,.,promoter:ENSR00000001418,11656399,11652402,Predicted promoter,Promoter,"[11652800, 11656001]",3201,chr1:11652800-11656001,FBXO2
chr1,Regulatory_Build,promoter,11652800,11656001,.,.,.,promoter:ENSR00000001418,11656399,11652402,Predicted promoter,Promoter,"[11652800, 11656001]",3201,chr1:11652800-11656001,FBXO6
chr1,Regulatory_Build,promoter,11652800,11656001,.,.,.,promoter:ENSR00000001418,11656399,11652402,Predicted promoter,Promoter,"[11652800, 11656001]",3201,chr1:11652800-11656001,FBXO44
chr1,Regulatory_Build,promoter,11663800,11665601,.,.,.,promoter:ENSR00000001419,11666599,11662402,Predicted promoter,Promoter,"[11663800, 11665601]",1801,chr1:11663800-11665601,FBXO6
chr1,Regulatory_Build,promoter,11679200,11682801,.,.,.,promoter:ENSR00000001422,11685199,11678602,Predicted promoter,Promoter,"[11679200, 11682801]",3601,chr1:11679200-11682801,MAD2L2
chr1,Regulatory_Build,promoter,11689200,11693401,.,.,.,promoter:ENSR00000347373,11694399,11689002,Predicted promoter,Promoter,"[11689200, 11693401]",4201,chr1:11689200-11693401,DRAXIN
chr1,Regulatory_Build,promoter,11689200,11693401,.,.,.,promoter:ENSR00000347373,11694399,11689002,Predicted promoter,Promoter,"[11689200, 11693401]",4201,chr1:11689200-11693401,MAD2L2
chr1,Regulatory_Build,promoter,11734400,11738401,.,.,.,promoter:ENSR00000347390,11743399,11720002,Predicted promoter,Promoter,"[11734400, 11738401]",4001,chr1:11734400-11738401,AGTRAP
chr1,Regulatory_Build,promoter,11787600,11789401,.,.,.,promoter:ENSR00000347415,11793199,11784002,Predicted promoter,Promoter,"[11787600, 11789401]",1801,chr1:11787600-11789401,C1orf167
chr1,Regulatory_Build,promoter,11801600,11808401,.,.,.,promoter:ENSR00000250241,11809799,11793802,Predicted promoter,Promoter,"[11801600, 11808401]",6801,chr1:11801600-11808401,MTHFR
chr1,Regulatory_Build,promoter,11801600,11808401,.,.,.,promoter:ENSR00000250241,11809799,11793802,Predicted promoter,Promoter,"[11801600, 11808401]",6801,chr1:11801600-11808401,CLCN6
chr1,Regulatory_Build,promoter,11858201,11859801,.,.,.,promoter:ENSR00000347439,11859899,11858201,Predicted promoter,Promoter,"[11858201, 11859801]",1600,chr1:11858201-11859801,NPPB
chr1,Regulatory_Build,promoter,11923800,11927201,.,.,.,promoter:ENSR00000001461,11932599,11921402,Predicted promoter,Promoter,"[11923800, 11927201]",3401,chr1:11923800-11927201,KIAA2013
chr1,Regulatory_Build,promoter,11933800,11936401,.,.,.,promoter:ENSR00000001464,11937199,11932602,Predicted promoter,Promoter,"[11933800, 11936401]",2601,chr1:11933800-11936401,PLOD1
chr1,Regulatory_Build,promoter,11979400,11983001,.,.,.,promoter:ENSR00000001473,11987599,11977602,Predicted promoter,Promoter,"[11979400, 11983001]",3601,chr1:11979400-11983001,MFN2
chr1,Regulatory_Build,promoter,12018201,12021001,.,.,.,promoter:ENSR00000001479,12022399,12018201,Predicted promoter,Promoter,"[12018201, 12021001]",2800,chr1:12018201-12021001,MIIP
chr1,Regulatory_Build,promoter,12063200,12064801,.,.,.,promoter:ENSR00000347510,12065072,12062802,Predicted promoter,Promoter,"[12063200, 12064801]",1601,chr1:12063200-12064801,TNFRSF8
chr1,Regulatory_Build,promoter,12125800,12126201,.,.,.,promoter:ENSR00000347530,12136199,12124802,Predicted promoter,Promoter,"[12125800, 12126201]",401,chr1:12125800-12126201,TNFRSF8
chr1,Regulatory_Build,promoter,12166200,12173801,.,.,.,promoter:ENSR00000001513,12198199,12139002,Predicted promoter,Promoter,"[12166200, 12173801]",7601,chr1:12166200-12173801,TNFRSF1B
chr1,Regulatory_Build,promoter,12229600,12231801,.,.,.,promoter:ENSR00000001521,12233399,12229399,Predicted promoter,Promoter,"[12229600, 12231801]",2201,chr1:12229600-12231801,VPS13D
