start,end,chrom,gene_symbol,segment_id,length
56597209,56651600,chr18,TXNL1,chr18:56597209-56651600,54391
22880706,22881396,chr22,IGLV3-1,chr22:22880706-22881396,690
23752743,23754425,chr22,VPREB3,chr22:23752743-23754425,1682
36777447,36863538,chr20,SOGA1,chr20:36777447-36863538,86091
34627075,34657285,chrX,TMEM47,chrX:34627075-34657285,30210
50879080,50954257,chr18,ME2,chr18:50879080-50954257,75177
14244382,14244928,chrX,UBE2E4P,chrX:14244382-14244928,546
23638487,23717356,chr22,GUSBP11,chr22:23638487-23717356,78869
26103416,26114028,chr20,NCOR1P1,chr20:26103416-26114028,10612
45983536,46072272,chr18,PSTPIP2,chr18:45983536-46072272,88736
25673195,25696853,chr20,ZNF337,chr20:25673195-25696853,23658
37560480,37569405,chr22,CDC42EP1,chr22:37560480-37569405,8925
36460621,36576569,chr21,CLDN14,chr21:36460621-36576569,115948
19304593,19305625,chr13,MRPL3P1,chr13:19304593-19305625,1032
24420931,24512778,chr13,PARP4,chr13:24420931-24512778,91847
26672747,26780893,chr22,MIATNB,chr22:26672747-26780893,108146
46894624,47188844,chr20,EYA2,chr20:46894624-47188844,294220
31488688,31618588,chr22,SFI1,chr22:31488688-31618588,129900
46598604,46605208,chr21,S100B,chr21:46598604-46605208,6604
16786432,16844519,chrX,TXLNG,chrX:16786432-16844519,58087
18989307,19122637,chrX,ADGRG2,chrX:18989307-19122637,133330
24764169,24879921,chr13,RNF17,chr13:24764169-24879921,115752
46366050,46432985,chr20,ELMO2,chr20:46366050-46432985,66935
49822789,50195147,chr18,MYO5B,chr18:49822789-50195147,372358
8759077,8761335,chr21,LINC01666,chr21:8759077-8761335,2258
29194071,29630751,chr21,BACH1,chr21:29194071-29630751,436680
19267115,19268164,chr14,TOMM40P1,chr14:19267115-19268164,1049
19268853,19337730,chr14,DUXAP10,chr14:19268853-19337730,68877
28659104,28678959,chr13,POMP,chr13:28659104-28678959,19855
30202630,30307551,chr13,KATNAL1,chr13:30202630-30307551,104921
26809340,26836458,chr14,LINC02293,chr14:26809340-26836458,27118
26775495,26822107,chr14,LINC02294,chr14:26775495-26822107,46612
18253526,18270822,chr13,GGT4P,chr13:18253526-18270822,17296
19301704,19316914,chr14,BMS1P17,chr14:19301704-19316914,15210
46709649,46736347,chr20,SLC2A10,chr20:46709649-46736347,26698
40044817,40335808,chr22,TNRC6B,chr22:40044817-40335808,290991
49293394,49484297,chr20,KCNB1,chr20:49293394-49484297,190903
44745865,44752313,chr20,KCNK15,chr20:44745865-44752313,6448
38805183,38824955,chr21,ETS2,chr21:38805183-38824955,19772
30617693,30660770,chr13,USPL1,chr13:30617693-30660770,43077
49936336,49953885,chr20,RNF114,chr20:49936336-49953885,17549
30635781,30669016,chr22,SLC35E4,chr22:30635781-30669016,33235
36168217,36214588,chr13,SOHLH2,chr13:36168217-36214588,46371
47764954,47795302,chr14,LINC00648,chr14:47764954-47795302,30348
28722386,28724021,chr13,CYP51A1P2,chr13:28722386-28724021,1635
58459101,58515399,chr20,APCDD1L,chr20:58459101-58515399,56298
52857268,52952435,chr14,FERMT2,chr14:52857268-52952435,95167
46098112,46132848,chr21,COL6A2,chr21:46098112-46132848,34736
39787132,39788136,chrX,GAPDHP1,chrX:39787132-39788136,1004
29080390,29102761,chr20,FRG1DP,chr20:29080390-29102761,22371
22893692,22893818,chr22,IGLJ1,chr22:22893692-22893818,126
18239313,18354688,chrX,SCML2,chrX:18239313-18354688,115375
16946658,17153272,chrX,REPS2,chrX:16946658-17153272,206614
32043261,32113029,chr22,SLC5A1,chr22:32043261-32113029,69768
13038160,13067033,chr21,ANKRD30BP2,chr21:13038160-13067033,28873
48636165,48637135,chrX,VN1R110P,chrX:48636165-48637135,970
25452697,25585531,chr20,NINL,chr20:25452697-25585531,132834
12947133,12987536,chr18,SEH1L,chr18:12947133-12987536,40403
40648305,40735858,chrX,MED14,chrX:40648305-40735858,87553
30240453,30246759,chr22,LIF,chr22:30240453-30246759,6306
44910060,44959035,chr20,PABPC1L,chr20:44910060-44959035,48975
26598369,26806467,chr14,NOVA1-DT,chr14:26598369-26806467,208098
60016778,60017441,chr18,SINHCAFP2,chr18:60016778-60017441,663
28872191,28885371,chr21,N6AMT1,chr21:28872191-28885371,13180
59327823,59359265,chr18,LMAN1,chr18:59327823-59359265,31442
33543038,33577481,chr21,SON,chr21:33543038-33577481,34443
49699320,49792682,chr13,KPNA3,chr13:49699320-49792682,93362
45891087,46501903,chr14,LINC00871,chr14:45891087-46501903,610816
60643421,60658259,chr14,SIX1,chr14:60643421-60658259,14838
23334849,23404374,chrX,PTCHD1,chrX:23334849-23404374,69525
16719612,16765340,chrX,SYAP1,chrX:16719612-16765340,45728
64268081,64395452,chrX,MTMR8,chrX:64268081-64395452,127371
45687025,45752520,chr18,SLC14A1,chr18:45687025-45752520,65495
8208473,8208652,chr21,MIR3648-1,chr21:8208473-8208652,179
29180425,29180639,chr21,U3,chr21:29180425-29180639,214
43923792,43964488,chr22,PNPLA3,chr22:43923792-43964488,40696
35302566,35412031,chr20,UQCC1,chr20:35302566-35412031,109465
42009194,42055130,chr21,ZNF295-AS1,chr21:42009194-42055130,45936
49599994,49600572,chr14,RHOQP1,chr14:49599994-49600572,578
72204657,72239027,chrX,ERCC6L,chrX:72204657-72239027,34370
60396469,60515543,chr14,C14orf39,chr14:60396469-60515543,119074
54932961,54998534,chrX,PFKFB1,chrX:54932961-54998534,65573
41465783,41632185,chr18,KC6,chr18:41465783-41632185,166402
34787801,36004667,chr21,RUNX1,chr21:34787801-36004667,1216866
60709539,60724351,chr14,SIX4,chr14:60709539-60724351,14812
40863599,40863902,chr13,CYCSP34,chr13:40863599-40863902,303
37934298,38066444,chr13,LINC02334,chr13:37934298-38066444,132146
32496812,32497311,chr21,EXOSC3P1,chr21:32496812-32497311,499
26755200,26760786,chr13,GPR12,chr13:26755200-26760786,5586
25061924,25352190,chr18,ZNF521,chr18:25061924-25352190,290266
49853844,49890080,chr22,ZBED4,chr22:49853844-49890080,36236
26557683,26688948,chr13,WASF3,chr13:26557683-26688948,131265
46599251,46759118,chrX,SLC9A7,chrX:46599251-46759118,159867
59504539,59576812,chr14,CCDC175,chr14:59504539-59576812,72273
69775416,69797241,chr14,SLC10A1,chr14:69775416-69797241,21825
2071918,2242121,chr4,POLN,chr4:2071918-2242121,170203
14485228,14658821,chr21,SAMSN1,chr21:14485228-14658821,173593
60144119,60169856,chr14,DHRS7,chr14:60144119-60169856,25737
59267035,59274086,chr18,RAX,chr18:59267035-59274086,7051
15384799,15493564,chrX,PIR,chrX:15384799-15493564,108765
46296870,46330810,chr22,GTSE1,chr22:46296870-46330810,33940
652850,656213,chr4,PDE6B-AS1,chr4:652850-656213,3363
60639216,60642589,chr14,SALRNA1,chr14:60639216-60642589,3373
9771153,10054936,chr4,SLC2A9,chr4:9771153-10054936,283783
69569799,69574871,chr14,CCDC177,chr14:69569799-69574871,5072
61556273,61570653,chr14,LINC01303,chr14:61556273-61570653,14380
573880,576295,chr4,TMEM271,chr4:573880-576295,2415
5711201,5814305,chr4,EVC,chr4:5711201-5814305,103104
74421493,74533917,chrX,SLC16A2,chrX:74421493-74533917,112424
33358839,33401561,chr20,CDK5RAP1,chr20:33358839-33401561,42722
23197144,23437961,chr18,TMEM241,chr18:23197144-23437961,240817
56232356,56291531,chrX,KLF8,chrX:56232356-56291531,59175
70290104,70420886,chrX,KIF4A,chrX:70290104-70420886,130782
62699464,63102037,chr14,KCNH5,chr14:62699464-63102037,402573
44158740,44160076,chr21,LINC01678,chr21:44158740-44160076,1336
60971441,60981170,chr14,TRMT5,chr14:60971441-60981170,9729
77970637,77993731,chr18,LINC01029,chr18:77970637-77993731,23094
44966479,45080021,chr20,STK4,chr20:44966479-45080021,113542
9512905,9513874,chr4,OR7E83P,chr4:9512905-9513874,969
2418974,2462942,chr4,CFAP99,chr4:2418974-2462942,43968
52192159,52670578,chr20,LINC01524,chr20:52192159-52670578,478419
4859665,4863936,chr4,MSX1,chr4:4859665-4863936,4271
986997,1004564,chr4,IDUA,chr4:986997-1004564,17567
41798225,41879482,chr21,PRDM15,chr21:41798225-41879482,81257
33924227,34462774,chr14,EGLN3,chr14:33924227-34462774,538547
59936663,59940305,chr20,PPP1R3D,chr20:59936663-59940305,3642
5014586,5019458,chr4,CYTL1,chr4:5014586-5019458,4872
673580,682033,chr4,MYL5,chr4:673580-682033,8453
75278826,75282230,chr14,FOS,chr14:75278826-75282230,3404
44668547,44737681,chr22,PRR5,chr22:44668547-44737681,69134
39209116,39603528,chr13,LHFPL6,chr13:39209116-39603528,394412
73242651,73245979,chr14,PAPLN-AS1,chr14:73242651-73245979,3328
43300263,43300595,chr14,HNRNPUP1,chr14:43300263-43300595,332
6909242,7033118,chr4,TBC1D14,chr4:6909242-7033118,123876
74498183,74612378,chr14,LTBP2,chr14:74498183-74612378,114195
34546854,34560345,chr20,MAP1LC3A,chr20:34546854-34560345,13491
69831158,69961803,chr18,CD226,chr18:69831158-69961803,130645
75156388,75304885,chrX,UPRT,chrX:75156388-75304885,148497
43053191,43076943,chr21,CBS,chr21:43053191-43076943,23752
75427716,75474111,chr14,JDP2,chr14:75427716-75474111,46395
80669503,80809877,chrX,BRWD3,chrX:80669503-80809877,140374
2793071,2841098,chr4,SH3BP2,chr4:2793071-2841098,48027
92113246,92114461,chrX,EIF4A1P10,chrX:92113246-92114461,1215
54440704,54441315,chr13,RPL13AP25,chr13:54440704-54441315,611
33016423,33066143,chr13,KL,chr13:33016423-33066143,49720
75740831,75746911,chrX,TTC3P1,chrX:75740831-75746911,6080
86084716,86086339,chrX,STIP1P3,chrX:86084716-86086339,1623
95973328,95974315,chrX,KAT7P1,chrX:95973328-95974315,987
10074339,10116949,chr4,WDR1,chr4:10074339-10116949,42610
52842889,52848641,chr13,PCDH8,chr13:52842889-52848641,5752
85277396,85379717,chrX,POF1B,chrX:85277396-85379717,102321
87517409,87670050,chrX,KLHL4,chrX:87517409-87670050,152641
36034541,36079389,chr21,SETD4,chr21:36034541-36079389,44848
55074644,55075140,chr20,RPL12P4,chr20:55074644-55075140,496
72727749,72756198,chr13,BORA,chr13:72727749-72756198,28449
76427710,76431342,chrX,MAGEE1,chrX:76427710-76431342,3632
103356489,103358462,chrX,TCEAL9,chrX:103356489-103358462,1973
2462220,2625320,chr4,RNF4,chr4:2462220-2625320,163100
53949736,53958761,chr14,BMP4,chr14:53949736-53958761,9025
80014753,80031774,chrX,TBX22,chrX:80014753-80031774,17021
80571871,80574607,chrX,HK2P1,chrX:80571871-80574607,2736
5897373,6200555,chr4,C4orf50,chr4:5897373-6200555,303182
101009346,101052116,chrX,TRMT2B,chrX:101009346-101052116,42770
65279267,65281166,chr14,PTBP1P,chr14:65279267-65281166,1899
13333414,13338657,chr4,HSP90AB2P,chr4:13333414-13338657,5243
47232866,47248328,chrX,USP11,chrX:47232866-47248328,15462
40735400,40738701,chrX,MED14OS,chrX:40735400-40738701,3301
25645722,25646327,chrX,RANBP1P1,chrX:25645722-25646327,605
37453925,37623495,chr4,C4orf19,chr4:37453925-37623495,169570
55853648,55905086,chr4,EXOC1,chr4:55853648-55905086,51438
37903111,37945350,chr20,VSTM2L,chr20:37903111-37945350,42239
32268228,32279049,chr21,MIS18A,chr21:32268228-32279049,10821
32277863,32280988,chr21,MIS18A-AS1,chr21:32277863-32280988,3125
64047582,64049639,chr20,SOX18,chr20:64047582-64049639,2057
103075810,103093143,chrX,NXF3,chrX:103075810-103093143,17333
42777819,42779994,chr21,LINC01668,chr21:42777819-42779994,2175
25006230,25058980,chr20,ACSS1,chr20:25006230-25058980,52750
26576437,26756223,chr4,TBC1D19,chr4:26576437-26756223,179786
36187497,36272157,chr18,MOCOS,chr18:36187497-36272157,84660
73151241,73264480,chr18,LINC02864,chr18:73151241-73264480,113239
54475593,54651169,chr20,DOK5,chr20:54475593-54651169,175576
58515379,58619888,chr20,APCDD1L-DT,chr20:58515379-58619888,104509
108084207,108091549,chrX,PSMD10,chrX:108084207-108091549,7342
52051663,52204308,chr20,ZFP64,chr20:52051663-52204308,152645
43176994,43226598,chrX,PINCR,chrX:43176994-43226598,49604
65410592,65744121,chr14,FUT8,chr14:65410592-65744121,333529
3766348,3768526,chr4,ADRA2C,chr4:3766348-3768526,2178
1166932,1208962,chr4,SPON2,chr4:1166932-1208962,42030
48676596,48691427,chrX,WAS,chrX:48676596-48691427,14831
57168753,57266641,chr20,BMP7,chr20:57168753-57266641,97888
20251905,20620561,chr4,SLIT2,chr4:20251905-20620561,368656
70444835,70505490,chrX,DLG3,chrX:70444835-70505490,60655
45163925,45188017,chr22,NUP50,chr22:45163925-45188017,24092
52639915,52695900,chr14,ERO1A,chr14:52639915-52695900,55985
46454097,46457199,chrX,VEZTP1,chrX:46454097-46457199,3102
120210461,120212680,chrX,EEF1A1P30,chrX:120210461-120212680,2219
50309030,50327012,chr22,DENND6B,chr22:50309030-50327012,17982
69400888,69849087,chr18,DOK6,chr18:69400888-69849087,448199
120202061,120202748,chrX,SFR1P1,chrX:120202061-120202748,687
19533977,19887600,chrX,SH3KBP1,chrX:19533977-19887600,353623
45671798,45845307,chr22,ATXN10,chr22:45671798-45845307,173509
82692704,82693055,chr14,ENSAP2,chr14:82692704-82693055,351
38254000,38256093,chr14,CLEC14A,chr14:38254000-38256093,2093
71932429,72566530,chr14,RGS6,chr14:71932429-72566530,634101
23598926,23662911,chr18,ANKRD29,chr18:23598926-23662911,63985
39315707,39323218,chr21,BRWD1-AS1,chr21:39315707-39323218,7511
55420336,55427197,chr20,LINC01441,chr20:55420336-55427197,6861
45344063,45413619,chr22,SMC1B,chr22:45344063-45413619,69556
20728606,21948772,chr4,KCNIP4,chr4:20728606-21948772,1220166
34122470,34123290,chr20,RPS2P1,chr20:34122470-34123290,820
56629306,56639283,chr20,TFAP2C,chr20:56629306-56639283,9977
27977992,27981449,chrX,DCAF8L1,chrX:27977992-27981449,3457
75283503,75482169,chr13,TBC1D4,chr13:75283503-75482169,198666
126163499,126166289,chrX,DCAF12L2,chrX:126163499-126166289,2790
59430939,59697662,chr18,CCBE1,chr18:59430939-59697662,266723
119236245,119244466,chrX,PGRMC1,chrX:119236245-119244466,8221
40335333,40355217,chr4,CHRNA9,chr4:40335333-40355217,19884
64290385,64313132,chr20,LINC00266-1,chr20:64290385-64313132,22747
56647988,56681899,chr4,HOPX,chr4:56647988-56681899,33911
103252995,103255192,chrX,TCEAL8,chrX:103252995-103255192,2197
34756676,35002862,chr22,LINC02885,chr22:34756676-35002862,246186
46684410,46738252,chr22,CERK,chr22:46684410-46738252,53842
24179038,24179295,chr18,Metazoa_SRP,chr18:24179038-24179295,257
25747433,25863760,chr4,SEL1L3,chr4:25747433-25863760,116327
4792944,4885917,chr9,RCL1,chr9:4792944-4885917,92973
40010999,40847158,chr21,DSCAM,chr21:40010999-40847158,836159
56818298,56995827,chrX,SPIN3,chrX:56818298-56995827,177529
274190,689668,chr10,DIP2C,chr10:274190-689668,415478
51386957,51562831,chr20,NFATC2,chr20:51386957-51562831,175874
10439880,10457426,chr4,ZNF518B,chr4:10439880-10457426,17546
41167801,41282530,chr21,BACE2,chr21:41167801-41282530,114729
1249300,1288291,chr4,CTBP1-DT,chr4:1249300-1288291,38991
270675,305474,chr4,ZNF732,chr4:270675-305474,34799
41175231,41186788,chr21,PLAC4,chr21:41175231-41186788,11557
79360384,79367667,chrX,ITM2A,chrX:79360384-79367667,7283
38867677,38945739,chr4,FAM114A1,chr4:38867677-38945739,78062
3411608,3459978,chr18,TGIF1,chr18:3411608-3459978,48370
4542131,4787359,chr4,STX18-AS1,chr4:4542131-4787359,245228
42199689,42297244,chr21,ABCG1,chr21:42199689-42297244,97555
103376395,103378164,chrX,BEX3,chrX:103376395-103378164,1769
1177313,1737525,chr10,ADARB2,chr10:1177313-1737525,560212
22002903,22009305,chr9,CDKN2B,chr9:22002903-22009305,6402
36496128,36641939,chr4,LINC02505,chr4:36496128-36641939,145811
44492583,44498233,chr22,RTL6,chr22:44492583-44498233,5650
142202342,142205290,chrX,MAGEC2,chrX:142202342-142205290,2948
5881596,6008482,chr9,KIAA2026,chr9:5881596-6008482,126886
115718942,115719229,chrX,SUMO2P21,chrX:115718942-115719229,287
73212299,73214851,chrX,NAP1L2,chrX:73212299-73214851,2552
74405894,74426210,chr14,SYNDIG1L,chr14:74405894-74426210,20316
337814,384868,chr4,ZNF141,chr4:337814-384868,47054
73054976,73077541,chr13,KLF5,chr13:73054976-73077541,22565
13568738,13627725,chr4,BOD1L1,chr4:13568738-13627725,58987
4662294,4665258,chr9,PLPP6,chr9:4662294-4665258,2964
5510531,5571282,chr9,PDCD1LG2,chr9:5510531-5571282,60751
42371887,42396091,chr21,TMPRSS3,chr21:42371887-42396091,24204
79406293,79427317,chr13,RBM26-AS1,chr13:79406293-79427317,21024
11011748,11013096,chr9,AKAP8P1,chr9:11011748-11013096,1348
118346073,118449961,chrX,WDR44,chrX:118346073-118449961,103888
22446824,22455740,chr9,DMRTA1,chr9:22446824-22455740,8916
6350316,6352762,chr10,LINC02656,chr10:6350316-6352762,2446
94574054,94596242,chr13,TGDS,chr13:94574054-94596242,22188
33041765,33076674,chr9,SMU1,chr9:33041765-33076674,34909
13317428,13348298,chr10,SEPHS1,chr10:13317428-13348298,30870
28300346,28495145,chr13,FLT1,chr13:28300346-28495145,194799
13099449,13138308,chr10,OPTN,chr10:13099449-13138308,38859
42496008,42581440,chr21,SLC37A1,chr21:42496008-42581440,85432
3775996,3785281,chr10,KLF6,chr10:3775996-3785281,9285
15464066,15510995,chr9,PSIP1,chr9:15464066-15510995,46929
48885019,48906937,chr4,OCIAD2,chr4:48885019-48906937,21918
64073181,64079988,chr20,RGS19,chr20:64073181-64079988,6807
40423267,40630875,chr4,RBM47,chr4:40423267-40630875,207608
39223359,39244982,chr22,PDGFB,chr22:39223359-39244982,21623
64255695,64287821,chr20,PCMTD2,chr20:64255695-64287821,32126
64049836,64072347,chr20,TCEA2,chr20:64049836-64072347,22511
32886601,33025130,chr9,APTX,chr9:32886601-33025130,138529
51174550,51218333,chr18,MEX3C,chr18:51174550-51218333,43783
28772674,28789301,chr22,CCDC117,chr22:28772674-28789301,16627
37590800,37686376,chr4,RELL1,chr4:37590800-37686376,95576
38207904,38213067,chr14,SSTR1,chr14:38207904-38213067,5163
138614727,139222777,chrX,FGF13,chrX:138614727-139222777,608050
48135783,48269838,chr4,TEC,chr4:48135783-48269838,134055
55222185,55664787,chr18,TCF4,chr18:55222185-55664787,442602
137566127,137577691,chrX,ZIC3,chrX:137566127-137577691,11564
62463497,62475995,chr20,GATA5,chr20:62463497-62475995,12498
4963253,4983283,chr10,AKR1C1,chr10:4963253-4983283,20030
141838316,141897832,chrX,MAGEC3,chrX:141838316-141897832,59516
38219291,38273010,chr22,TMEM184B,chr22:38219291-38273010,53719
149774068,149776867,chrX,HSFX1,chrX:149774068-149776867,2799
149881141,149885835,chrX,MAGEA8,chrX:149881141-149885835,4694
43110750,43129712,chr22,BIK,chr22:43110750-43129712,18962
7703316,7749520,chr10,ITIH2,chr10:7703316-7749520,46204
124501,202303,chr4,ZNF718,chr4:124501-202303,77802
41256413,41268455,chr4,UCHL1,chr4:41256413-41268455,12042
15553043,16061663,chr9,CCDC171,chr9:15553043-16061663,508620
152166234,152451315,chrX,GABRA3,chrX:152166234-152451315,285081
6144934,6254644,chr10,PFKFB3,chr10:6144934-6254644,109710
104223584,104288069,chr14,LINC02691,chr14:104223584-104288069,64485
93333219,93707876,chr14,UNC79,chr14:93333219-93707876,374657
77697687,77764242,chr13,SLAIN1,chr13:77697687-77764242,66555
151563675,151676739,chrX,PASD1,chrX:151563675-151676739,113064
48490252,48494389,chr4,ZAR1,chr4:48490252-48494389,4137
131273506,131578899,chrX,IGSF1,chrX:131273506-131578899,305393
25624045,25689032,chr20,ZNF337-AS1,chr20:25624045-25689032,64987
17579066,17797124,chr9,SH3GL2,chr9:17579066-17797124,218058
36336396,36487548,chr9,RNF38,chr9:36336396-36487548,151152
33290512,33371157,chr9,NFX1,chr9:33290512-33371157,80645
6089034,6117457,chr10,RBM17,chr10:6089034-6117457,28423
34844720,34872856,chr20,GGT7,chr20:34844720-34872856,28136
63974116,63980008,chr20,SAMD10,chr20:63974116-63980008,5892
43414483,43427131,chr21,SIK1,chr21:43414483-43427131,12648
12896625,13099652,chr10,CCDC3,chr10:12896625-13099652,203027
43151547,43163242,chr22,TSPO,chr22:43151547-43163242,11695
