chrom,source,type,start,end,score,strand,phase,ID,bound_end,bound_start,description,feature_type,region,length,segment_id,gene_symbol
chr1,Regulatory_Build,promoter,7960200,7963201,.,.,.,promoter:ENSR00000000851,7964799,7959602,Predicted promoter,Promoter,"[7960200, 7963201]",3001,chr1:7960200-7963201,PARK7
chr1,Regulatory_Build,promoter,8419000,8425601,.,.,.,promoter:ENSR00000000937,8432799,8415202,Predicted promoter,Promoter,"[8419000, 8425601]",6601,chr1:8419000-8425601,RERE
chr1,Regulatory_Build,promoter,8814800,8819001,.,.,.,promoter:ENSR00000001016,8819399,8811002,Predicted promoter,Promoter,"[8814800, 8819001]",4201,chr1:8814800-8819001,RERE
chr1,Regulatory_Build,promoter,9127000,9130201,.,.,.,promoter:ENSR00000001074,9130599,9123802,Predicted promoter,Promoter,"[9127000, 9130201]",3201,chr1:9127000-9130201,GPR157
chr1,Regulatory_Build,promoter,9179600,9184201,.,.,.,promoter:ENSR00000001086,9184799,9171802,Predicted promoter,Promoter,"[9179600, 9184201]",4601,chr1:9179600-9184201,GPR157
chr1,Regulatory_Build,promoter,9538000,9541801,.,.,.,promoter:ENSR00000001151,9543799,9537202,Predicted promoter,Promoter,"[9538000, 9541801]",3801,chr1:9538000-9541801,SLC25A33
chr1,Regulatory_Build,promoter,10692600,10696001,.,.,.,promoter:ENSR00000001323,10697199,10690602,Predicted promoter,Promoter,"[10692600, 10696001]",3401,chr1:10692600-10696001,CASZ1
chr1,Regulatory_Build,promoter,10793000,10797201,.,.,.,promoter:ENSR00000250214,10797257,10791002,Predicted promoter,Promoter,"[10793000, 10797201]",4201,chr1:10793000-10797201,CASZ1
chr1,Regulatory_Build,promoter,11979400,11983001,.,.,.,promoter:ENSR00000001473,11987599,11977602,Predicted promoter,Promoter,"[11979400, 11983001]",3601,chr1:11979400-11983001,MFN2
chr1,Regulatory_Build,promoter,12018201,12021001,.,.,.,promoter:ENSR00000001479,12022399,12018201,Predicted promoter,Promoter,"[12018201, 12021001]",2800,chr1:12018201-12021001,MIIP
chr1,Regulatory_Build,promoter,12166200,12173801,.,.,.,promoter:ENSR00000001513,12198199,12139002,Predicted promoter,Promoter,"[12166200, 12173801]",7601,chr1:12166200-12173801,TNFRSF1B
chr1,Regulatory_Build,promoter,12614200,12620401,.,.,.,promoter:ENSR00000001591,12622999,12612602,Predicted promoter,Promoter,"[12614200, 12620401]",6201,chr1:12614200-12620401,DHRS3
chr1,Regulatory_Build,promoter,14597800,14600801,.,.,.,promoter:ENSR00000001733,14603199,14597202,Predicted promoter,Promoter,"[14597800, 14600801]",3001,chr1:14597800-14600801,KAZN
chr1,Regulatory_Build,promoter,14923600,14926201,.,.,.,promoter:ENSR00000001787,14930799,14922802,Predicted promoter,Promoter,"[14923600, 14926201]",2601,chr1:14923600-14926201,KAZN
chr1,Regulatory_Build,promoter,14929600,14930801,.,.,.,promoter:ENSR00000348128,14931199,14925002,Predicted promoter,Promoter,"[14929600, 14930801]",1201,chr1:14929600-14930801,KAZN
chr1,Regulatory_Build,promoter,15584000,15585401,.,.,.,promoter:ENSR00000001909,15585799,15577202,Predicted promoter,Promoter,"[15584000, 15585401]",1401,chr1:15584000-15585401,AGMAT
chr1,Regulatory_Build,promoter,15735200,15737201,.,.,.,promoter:ENSR00000348366,15738799,15734602,Predicted promoter,Promoter,"[15735200, 15737201]",2001,chr1:15735200-15737201,SLC25A34
chr1,Regulatory_Build,promoter,15755001,15761601,.,.,.,promoter:ENSR00000001940,15762999,15755001,Predicted promoter,Promoter,"[15755001, 15761601]",6600,chr1:15755001-15761601,FBLIM1
chr1,Regulatory_Build,promoter,16205800,16208201,.,.,.,promoter:ENSR00000002032,16211599,16205202,Predicted promoter,Promoter,"[16205800, 16208201]",2401,chr1:16205800-16208201,ARHGEF19
chr1,Regulatory_Build,promoter,16210800,16213001,.,.,.,promoter:ENSR00000348538,16213599,16206802,Predicted promoter,Promoter,"[16210800, 16213001]",2201,chr1:16210800-16213001,ARHGEF19
chr1,Regulatory_Build,promoter,16349600,16353401,.,.,.,promoter:ENSR00000002053,16353799,16345602,Predicted promoter,Promoter,"[16349600, 16353401]",3801,chr1:16349600-16353401,FBXO42
chr1,Regulatory_Build,promoter,16366400,16369601,.,.,.,promoter:ENSR00000002056,16379599,16363202,Predicted promoter,Promoter,"[16366400, 16369601]",3201,chr1:16366400-16369601,SZRD1
chr1,Regulatory_Build,promoter,16440000,16443201,.,.,.,promoter:ENSR00000002064,16445199,16438402,Predicted promoter,Promoter,"[16440000, 16443201]",3201,chr1:16440000-16443201,NECAP2
chr1,Regulatory_Build,promoter,16611600,16614601,.,.,.,promoter:ENSR00000002086,16615081,16610802,Predicted promoter,Promoter,"[16611600, 16614601]",3001,chr1:16611600-16614601,NBPF1
chr1,Regulatory_Build,promoter,16978400,16981401,.,.,.,promoter:ENSR00000002164,16982599,16977002,Predicted promoter,Promoter,"[16978400, 16981401]",3001,chr1:16978400-16981401,MFAP2
chr1,Regulatory_Build,promoter,17009600,17012401,.,.,.,promoter:ENSR00000920401,17016999,17009002,Predicted promoter,Promoter,"[17009600, 17012401]",2801,chr1:17009600-17012401,ATP13A2
chr1,Regulatory_Build,promoter,17436400,17441401,.,.,.,promoter:ENSR00000002234,17444399,17430202,Predicted promoter,Promoter,"[17436400, 17441401]",5001,chr1:17436400-17441401,RCC2
chr1,Regulatory_Build,promoter,17538600,17541801,.,.,.,promoter:ENSR00000002252,17542399,17535802,Predicted promoter,Promoter,"[17538600, 17541801]",3201,chr1:17538600-17541801,ARHGEF10L
chr1,Regulatory_Build,promoter,17580200,17582801,.,.,.,promoter:ENSR00000348976,17583599,17579202,Predicted promoter,Promoter,"[17580200, 17582801]",2601,chr1:17580200-17582801,ARHGEF10L
chr1,Regulatory_Build,promoter,18901200,18903601,.,.,.,promoter:ENSR00000002367,18904399,18899202,Predicted promoter,Promoter,"[18901200, 18903601]",2401,chr1:18901200-18903601,ALDH4A1
chr1,Regulatory_Build,promoter,19287401,19289401,.,.,.,promoter:ENSR00000002422,19289999,19287401,Predicted promoter,Promoter,"[19287401, 19289401]",2000,chr1:19287401-19289401,AKR7A3
chr1,Regulatory_Build,promoter,19482600,19487401,.,.,.,promoter:ENSR00000920704,19490599,19420602,Predicted promoter,Promoter,"[19482600, 19487401]",4801,chr1:19482600-19487401,CAPZB
chr1,Regulatory_Build,promoter,19642801,19648801,.,.,.,promoter:ENSR00000002488,19649261,19642801,Predicted promoter,Promoter,"[19642801, 19648801]",6000,chr1:19642801-19648801,NBL1
chr1,Regulatory_Build,promoter,19881800,19884001,.,.,.,promoter:ENSR00000002529,19885999,19881602,Predicted promoter,Promoter,"[19881800, 19884001]",2201,chr1:19881800-19884001,OTUD3
chr1,Regulatory_Build,promoter,20588600,20591201,.,.,.,promoter:ENSR00000349803,20592599,20587002,Predicted promoter,Promoter,"[20588600, 20591201]",2601,chr1:20588600-20591201,CDA
chr1,Regulatory_Build,promoter,21173800,21177801,.,.,.,promoter:ENSR00000002697,21177909,21173402,Predicted promoter,Promoter,"[21173800, 21177801]",4001,chr1:21173800-21177801,EIF4G3
chr1,Regulatory_Build,promoter,21621400,21623401,.,.,.,promoter:ENSR00000350072,21625599,21618402,Predicted promoter,Promoter,"[21621400, 21623401]",2001,chr1:21621400-21623401,RAP1GAP
chr1,Regulatory_Build,promoter,21650800,21652401,.,.,.,promoter:ENSR00000350080,21653599,21650402,Predicted promoter,Promoter,"[21650800, 21652401]",1601,chr1:21650800-21652401,RAP1GAP
chr1,Regulatory_Build,promoter,21668200,21670201,.,.,.,promoter:ENSR00001166330,21676799,21665402,Predicted promoter,Promoter,"[21668200, 21670201]",2001,chr1:21668200-21670201,RAP1GAP
chr1,Regulatory_Build,promoter,21930000,21939201,.,.,.,promoter:ENSR00000002836,21945999,21918802,Predicted promoter,Promoter,"[21930000, 21939201]",9201,chr1:21930000-21939201,HSPG2
chr1,Regulatory_Build,promoter,22428401,22429801,.,.,.,promoter:ENSR00000350301,22429999,22428401,Predicted promoter,Promoter,"[22428401, 22429801]",1400,chr1:22428401-22429801,ZBTB40
chr1,Regulatory_Build,promoter,22450800,22453601,.,.,.,promoter:ENSR00000002907,22454999,22450255,Predicted promoter,Promoter,"[22450800, 22453601]",2801,chr1:22450800-22453601,ZBTB40
chr1,Regulatory_Build,promoter,22563201,22563800,.,.,.,promoter:ENSR00000350331,22563800,22563201,Predicted promoter,Promoter,"[22563201, 22563800]",599,chr1:22563201-22563800,EPHA8
chr1,Regulatory_Build,promoter,23691001,23695001,.,.,.,promoter:ENSR00000003077,23697199,23691001,Predicted promoter,Promoter,"[23691001, 23695001]",4000,chr1:23691001-23695001,RPL11
chr1,Regulatory_Build,promoter,23790200,23793201,.,.,.,promoter:ENSR00000003090,23800599,23789002,Predicted promoter,Promoter,"[23790200, 23793201]",3001,chr1:23790200-23793201,LYPLA2
chr1,Regulatory_Build,promoter,24141201,24143601,.,.,.,promoter:ENSR00000003152,24144599,24141201,Predicted promoter,Promoter,"[24141201, 24143601]",2400,chr1:24141201-24143601,IL22RA1
chr1,Regulatory_Build,promoter,24186200,24188801,.,.,.,promoter:ENSR00000350792,24199799,24185002,Predicted promoter,Promoter,"[24186200, 24188801]",2601,chr1:24186200-24188801,IFNLR1
chr1,Regulatory_Build,promoter,25541600,25545601,.,.,.,promoter:ENSR00000351222,25563999,25541202,Predicted promoter,Promoter,"[25541600, 25545601]",4001,chr1:25541600-25545601,LDLRAP1
chr1,Regulatory_Build,promoter,25561800,25566001,.,.,.,promoter:ENSR00000351225,25574799,25544802,Predicted promoter,Promoter,"[25561800, 25566001]",4201,chr1:25561800-25566001,LDLRAP1
chr1,Regulatory_Build,promoter,25874200,25876401,.,.,.,promoter:ENSR00000351344,25877599,25870202,Predicted promoter,Promoter,"[25874200, 25876401]",2201,chr1:25874200-25876401,PAQR7
chr1,Regulatory_Build,promoter,25892400,25892801,.,.,.,promoter:ENSR00000351353,25894599,25888602,Predicted promoter,Promoter,"[25892400, 25892801]",401,chr1:25892400-25892801,PAQR7
chr1,Regulatory_Build,promoter,26304800,26308001,.,.,.,promoter:ENSR00000250854,26322999,26300402,Predicted promoter,Promoter,"[26304800, 26308001]",3201,chr1:26304800-26308001,UBXN11
chr1,Regulatory_Build,promoter,26911400,26914601,.,.,.,promoter:ENSR00000351652,26915799,26911002,Predicted promoter,Promoter,"[26911400, 26914601]",3201,chr1:26911400-26914601,NR0B2
chr1,Regulatory_Build,promoter,26959000,26961401,.,.,.,promoter:ENSR00000003642,26962599,26958602,Predicted promoter,Promoter,"[26959000, 26961401]",2401,chr1:26959000-26961401,TRNP1
chr1,Regulatory_Build,promoter,26991600,27000601,.,.,.,promoter:ENSR00000351671,27006999,26990202,Predicted promoter,Promoter,"[26991600, 27000601]",9001,chr1:26991600-27000601,TRNP1
chr1,Regulatory_Build,promoter,27321400,27323801,.,.,.,promoter:ENSR00000003695,27324599,27321202,Predicted promoter,Promoter,"[27321400, 27323801]",2401,chr1:27321400-27323801,TMEM222
chr1,Regulatory_Build,promoter,27341200,27344401,.,.,.,promoter:ENSR00000003697,27345599,27338202,Predicted promoter,Promoter,"[27341200, 27344401]",3201,chr1:27341200-27344401,SYTL1
chr1,Regulatory_Build,promoter,27391600,27394200,.,.,.,promoter:ENSR00000003710,27394200,27391202,Predicted promoter,Promoter,"[27391600, 27394200]",2600,chr1:27391600-27394200,GPR3
chr1,Regulatory_Build,promoter,27632000,27635801,.,.,.,promoter:ENSR00000921730,27639599,27604602,Predicted promoter,Promoter,"[27632000, 27635801]",3801,chr1:27632000-27635801,FGR
chr1,Regulatory_Build,promoter,27669000,27673601,.,.,.,promoter:ENSR00000351864,27673999,27654802,Predicted promoter,Promoter,"[27669000, 27673601]",4601,chr1:27669000-27673601,IFI6
chr1,Regulatory_Build,promoter,27958800,27962201,.,.,.,promoter:ENSR00000351920,27962799,27958402,Predicted promoter,Promoter,"[27958800, 27962201]",3401,chr1:27958800-27962201,XKR8
chr1,Regulatory_Build,promoter,28591800,28593401,.,.,.,promoter:ENSR00000003888,28594399,28586202,Predicted promoter,Promoter,"[28591800, 28593401]",1601,chr1:28591800-28593401,RAB42
chr1,Regulatory_Build,promoter,28812000,28812401,.,.,.,promoter:ENSR00000352105,28813199,28811802,Predicted promoter,Promoter,"[28812000, 28812401]",401,chr1:28812000-28812401,OPRD1
chr1,Regulatory_Build,promoter,29236000,29239001,.,.,.,promoter:ENSR00000003955,29241799,29235802,Predicted promoter,Promoter,"[29236000, 29239001]",3001,chr1:29236000-29239001,PTPRU
chr1,Regulatory_Build,promoter,31369200,31374401,.,.,.,promoter:ENSR00000004176,31377599,31368002,Predicted promoter,Promoter,"[31369200, 31374401]",5201,chr1:31369200-31374401,FABP3
chr1,Regulatory_Build,promoter,31573600,31581801,.,.,.,promoter:ENSR00000004209,31590199,31568202,Predicted promoter,Promoter,"[31573600, 31581801]",8201,chr1:31573600-31581801,TINAGL1
chr1,Regulatory_Build,promoter,31643400,31646001,.,.,.,promoter:ENSR00000004223,31652199,31636602,Predicted promoter,Promoter,"[31643400, 31646001]",2601,chr1:31643400-31646001,PEF1
chr1,Regulatory_Build,promoter,32179000,32182801,.,.,.,promoter:ENSR00000352982,32183199,32177402,Predicted promoter,Promoter,"[32179000, 32182801]",3801,chr1:32179000-32182801,TXLNA
chr1,Regulatory_Build,promoter,32199600,32202601,.,.,.,promoter:ENSR00000004328,32204399,32197802,Predicted promoter,Promoter,"[32199600, 32202601]",3001,chr1:32199600-32202601,CCDC28B
chr1,Regulatory_Build,promoter,32538601,32541201,.,.,.,promoter:ENSR00000004379,32541599,32538601,Predicted promoter,Promoter,"[32538601, 32541201]",2600,chr1:32538601-32541201,ZBTB8A
chr1,Regulatory_Build,promoter,32869801,32873001,.,.,.,promoter:ENSR00000004420,32873199,32869801,Predicted promoter,Promoter,"[32869801, 32873001]",3200,chr1:32869801-32873001,FNDC5
chr1,Regulatory_Build,promoter,32886200,32886601,.,.,.,promoter:ENSR00000353154,32887020,32885202,Predicted promoter,Promoter,"[32886200, 32886601]",401,chr1:32886200-32886601,HPCA
chr1,Regulatory_Build,promoter,32900001,32902401,.,.,.,promoter:ENSR00000004425,32902599,32900001,Predicted promoter,Promoter,"[32900001, 32902401]",2400,chr1:32900001-32902401,TMEM54
chr1,Regulatory_Build,promoter,33255200,33258801,.,.,.,promoter:ENSR00000004487,33261999,33255002,Predicted promoter,Promoter,"[33255200, 33258801]",3601,chr1:33255200-33258801,ZNF362
chr1,Regulatory_Build,promoter,34162401,34168000,.,.,.,promoter:ENSR00000251149,34168000,34162401,Predicted promoter,Promoter,"[34162401, 34168000]",5599,chr1:34162401-34168000,CSMD2
chr1,Regulatory_Build,promoter,36320000,36324801,.,.,.,promoter:ENSR00000004792,36327999,36319802,Predicted promoter,Promoter,"[36320000, 36324801]",4801,chr1:36320000-36324801,SH3D21
chr1,Regulatory_Build,promoter,36384000,36388201,.,.,.,promoter:ENSR00000004803,36391799,36363802,Predicted promoter,Promoter,"[36384000, 36388201]",4201,chr1:36384000-36388201,STK40
chr1,Regulatory_Build,promoter,37472400,37481401,.,.,.,promoter:ENSR00000004852,37488799,37469202,Predicted promoter,Promoter,"[37472400, 37481401]",9001,chr1:37472400-37481401,ZC3H12A
chr1,Regulatory_Build,promoter,37594400,37596601,.,.,.,promoter:ENSR00000004870,37596999,37593602,Predicted promoter,Promoter,"[37594400, 37596601]",2201,chr1:37594400-37596601,GNL2
chr1,Regulatory_Build,promoter,37806600,37810001,.,.,.,promoter:ENSR00000004891,37814199,37806402,Predicted promoter,Promoter,"[37806600, 37810001]",3401,chr1:37806600-37810001,YRDC
chr1,Regulatory_Build,promoter,37995000,38008201,.,.,.,promoter:ENSR00000004917,38011399,37994402,Predicted promoter,Promoter,"[37995000, 38008201]",13201,chr1:37995000-38008201,FHL3
chr1,Regulatory_Build,promoter,39671201,39672801,.,.,.,promoter:ENSR00000354671,39672978,39671201,Predicted promoter,Promoter,"[39671201, 39672801]",1600,chr1:39671201-39672801,NT5C1A
chr1,Regulatory_Build,promoter,39691200,39692800,.,.,.,promoter:ENSR00000354673,39692800,39689602,Predicted promoter,Promoter,"[39691200, 39692800]",1600,chr1:39691200-39692800,HPCAL4
chr1,Regulatory_Build,promoter,39738200,39741600,.,.,.,promoter:ENSR00000005110,39741600,39737002,Predicted promoter,Promoter,"[39738200, 39741600]",3400,chr1:39738200-39741600,PPIE
chr1,Regulatory_Build,promoter,39881800,39884201,.,.,.,promoter:ENSR00000005130,39884582,39874802,Predicted promoter,Promoter,"[39881800, 39884201]",2401,chr1:39881800-39884201,TRIT1
chr1,Regulatory_Build,promoter,40313800,40317601,.,.,.,promoter:ENSR00000005197,40317820,40310602,Predicted promoter,Promoter,"[40313800, 40317601]",3801,chr1:40313800-40317601,COL9A2
chr1,Regulatory_Build,promoter,40664600,40666601,.,.,.,promoter:ENSR00000005235,40666999,40662002,Predicted promoter,Promoter,"[40664600, 40666601]",2001,chr1:40664600-40666601,RIMS3
chr1,Regulatory_Build,promoter,40690400,40694201,.,.,.,promoter:ENSR00000005237,40706199,40689402,Predicted promoter,Promoter,"[40690400, 40694201]",3801,chr1:40690400-40694201,RIMS3
chr1,Regulatory_Build,promoter,42845400,42848001,.,.,.,promoter:ENSR00000923304,42849599,42844002,Predicted promoter,Promoter,"[42845400, 42848001]",2601,chr1:42845400-42848001,ZNF691
chr1,Regulatory_Build,promoter,43170600,43173201,.,.,.,promoter:ENSR00000005557,43173399,43170402,Predicted promoter,Promoter,"[43170600, 43173201]",2601,chr1:43170600-43173201,CFAP57
chr1,Regulatory_Build,promoter,43706000,43708801,.,.,.,promoter:ENSR00000005634,43713199,43705402,Predicted promoter,Promoter,"[43706000, 43708801]",2801,chr1:43706000-43708801,ST3GAL3
chr1,Regulatory_Build,promoter,43933000,43935401,.,.,.,promoter:ENSR00000923452,43937799,43932002,Predicted promoter,Promoter,"[43933000, 43935401]",2401,chr1:43933000-43935401,ARTN
chr1,Regulatory_Build,promoter,43935600,43937201,.,.,.,promoter:ENSR00000251520,43937904,43932002,Predicted promoter,Promoter,"[43935600, 43937201]",1601,chr1:43935600-43937201,ARTN
chr1,Regulatory_Build,promoter,43973800,43976401,.,.,.,promoter:ENSR00000005683,43983799,43973602,Predicted promoter,Promoter,"[43973800, 43976401]",2601,chr1:43973800-43976401,ATP6V0B
chr1,Regulatory_Build,promoter,44029000,44032801,.,.,.,promoter:ENSR00000005689,44037999,44028002,Predicted promoter,Promoter,"[44029000, 44032801]",3801,chr1:44029000-44032801,SLC6A9
chr1,Regulatory_Build,promoter,44212600,44214801,.,.,.,promoter:ENSR00000005707,44214999,44212202,Predicted promoter,Promoter,"[44212600, 44214801]",2201,chr1:44212600-44214801,DMAP1
chr1,Regulatory_Build,promoter,45203600,45207401,.,.,.,promoter:ENSR00000005837,45208199,45202802,Predicted promoter,Promoter,"[45203600, 45207401]",3801,chr1:45203600-45207401,ZSWIM5
chr1,Regulatory_Build,promoter,45338800,45341601,.,.,.,promoter:ENSR00000005849,45342999,45338002,Predicted promoter,Promoter,"[45338800, 45341601]",2801,chr1:45338800-45341601,MUTYH
chr1,Regulatory_Build,promoter,46179800,46182201,.,.,.,promoter:ENSR00000356335,46186199,46179002,Predicted promoter,Promoter,"[46179800, 46182201]",2401,chr1:46179800-46182201,TSPAN1
chr1,Regulatory_Build,promoter,46339000,46342401,.,.,.,promoter:ENSR00000005950,46343799,46338402,Predicted promoter,Promoter,"[46339000, 46342401]",3401,chr1:46339000-46342401,NSUN4
