"","id","genome_fraction","observed_region_hits","fold_enrichment","p_value","p_adjust","mean_tss_dist","observed_gene_hits","gene_set_size","fold_enrichment_hyper","p_value_hyper","p_adjust_hyper"
"14","HALLMARK_IL6_JAK_STAT3_SIGNALING",0.00596587096427237,338,1.10746315663328,0.0334423656089547,0.119437020031981,169494,41,79,0.827090390443929,0.981702077996535,0.99998291242
"15","HALLMARK_APICAL_SURFACE",0.00541787071536947,306,1.10402582272099,0.0456599213373432,0.152199737791144,244771,28,42,1.06244131455399,0.361864996644729,0.892332211696068
"16","HALLMARK_ADIPOGENESIS",0.0147749761482945,799,1.05707653698139,0.0600529733731814,0.187665541791192,217869,115,191,0.959534695081484,0.790173211072575,0.99998291242
"17","HALLMARK_MYC_TARGETS_V2",0.00298387329839185,170,1.11366606341932,0.087683143301043,0.249178955157228,319220,28,56,0.796830985915493,0.981525454035063,0.99998291242
"18","HALLMARK_BILE_ACID_METABOLISM",0.010124933897017,549,1.05990414450518,0.089704423856602,0.249178955157228,176172,76,109,1.11117715467115,0.0775867106424373,0.323277961010155
"19","HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.00569097710603535,314,1.07852260492834,0.0955027952247556,0.251323145328304,275604,25,39,1.02157818707114,0.50196182629136,0.892332211696068
"20","HALLMARK_G2M_CHECKPOINT",0.0186070679967809,989,1.03897426245613,0.115992310166757,0.289980775416893,302433,118,195,0.964369808595161,0.766247574891386,0.99998291242
"21","HALLMARK_SPERMATOGENESIS",0.0131276047095482,698,1.03933696585203,0.157033439921753,0.37388914267084,303061,85,129,1.05008734578011,0.259496132162532,0.720822589340366
"22","HALLMARK_PI3K_AKT_MTOR_SIGNALING",0.00912531640112063,488,1.04534183837263,0.168130661285761,0.382115139285821,250906,55,98,0.894402127048002,0.927422644570275,0.99998291242
"23","HALLMARK_MITOTIC_SPINDLE",0.0177895543338286,935,1.0273844426803,0.2064933496176,0.448898586125216,232862,118,188,1.00027719508541,0.53073693982258,0.892332211696068
"24","HALLMARK_IL2_STAT5_SIGNALING",0.0212862136466349,1112,1.02115769153546,0.244158551108092,0.508663648141858,239288,129,191,1.07634761448271,0.095707219210219,0.341811497179353
"25","HALLMARK_CHOLESTEROL_HOMEOSTASIS",0.00631000425621185,333,1.03157551111654,0.29195556333355,0.573794317544981,200823,42,69,0.970055113288426,0.675878917890778,0.99998291242
"26","HALLMARK_TGF_BETA_SIGNALING",0.00689465865349119,363,1.02915383760444,0.29837304512339,0.573794317544981,241032,39,50,1.24305633802817,0.0159100468300704,0.11364319164336
"27","HALLMARK_HEDGEHOG_SIGNALING",0.0068652302857532,355,1.01078708860744,0.426770956161889,0.790316585484979,370363,27,36,1.19524647887324,0.0860801231181572,0.331077396608297
"28","HALLMARK_ANDROGEN_RESPONSE",0.0113306166864936,570,0.983349158399787,0.662197600052471,1,239031,63,98,1.02449698189135,0.419880485420228,0.892332211696068
"29","HALLMARK_UV_RESPONSE_UP",0.013167365735952,662,0.982755613496625,0.67904052534367,1,282851,85,147,0.921505221807033,0.906781744306964,0.99998291242
"30","HALLMARK_HEME_METABOLISM",0.0148565089744677,747,0.982856863079044,0.687919744949792,1,229073,119,190,0.998135656041512,0.545824954112598,0.892332211696068
"31","HALLMARK_APOPTOSIS",0.0147220496113629,728,0.966606129570917,0.826645260501852,1,273864,90,155,0.925352112676056,0.901600412772937,0.99998291242
"32","HALLMARK_DNA_REPAIR",0.00744450355803454,362,0.950515648514139,0.840144985560852,1,225116,74,138,0.854572361706471,0.988955808041305,0.99998291242
"33","HALLMARK_XENOBIOTIC_METABOLISM",0.0132111435434146,648,0.958784571675793,0.86419821253671,1,187690,117,187,0.997104014461098,0.553245971251562,0.892332211696068
"34","HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",0.00257097033189068,118,0.897163062319382,0.891123667200336,1,159999,24,43,0.88948575171962,0.863800093648342,0.99998291242
"35","HALLMARK_NOTCH_SIGNALING",0.00367379799587563,166,0.883241074788644,0.951750809204629,1,253962,22,30,1.16868544600939,0.155835718958921,0.510800857883104
"36","HALLMARK_OXIDATIVE_PHOSPHORYLATION",0.012207789419918,584,0.935109050336198,0.951896392729429,1,241618,94,187,0.801092114182421,0.999820979724466,0.99998291242
"37","HALLMARK_MYC_TARGETS_V1",0.0113358878606202,536,0.924263262449773,0.969428841863462,1,217004,102,184,0.88344304960196,0.983010757154453,0.99998291242
"38","HALLMARK_COAGULATION",0.00974464651190241,450,0.902678017741783,0.987323813646084,1,184194,81,126,1.02449698189135,0.398099444426885,0.892332211696068
"39","HALLMARK_UNFOLDED_PROTEIN_RESPONSE",0.00764293492517205,337,0.861898612217934,0.997642612968404,1,268231,61,109,0.891865874143946,0.940496652850655,0.99998291242
"40","HALLMARK_FATTY_ACID_METABOLISM",0.0117300484586203,525,0.874874865122701,0.99922460630984,1,232373,93,147,1.00823512503593,0.485134175578417,0.892332211696068
"41","HALLMARK_PEROXISOME",0.00773974173152368,333,0.841015900987669,0.999487585057759,1,207064,63,97,1.03505880644693,0.368464328549276,0.892332211696068
"42","HALLMARK_COMPLEMENT",0.0176929933000129,808,0.892681408789624,0.999565049688316,1,246612,123,185,1.05956985154168,0.163456274522593,0.510800857883104
"43","HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.0229177031415612,1032,0.880227738083173,0.999989056767489,1,275278,132,190,1.10717568569311,0.030740907369462,0.170782818719233
"44","HALLMARK_ALLOGRAFT_REJECTION",0.0152371343819206,660,0.846695165825502,0.99999555100476,1,213512,107,169,1.00900491707642,0.473675949464261,0.892332211696068
"45","HALLMARK_INFLAMMATORY_RESPONSE",0.0205773940791319,911,0.865395125307897,0.999997008423236,1,234397,132,190,1.10717568569311,0.030740907369462,0.170782818719233
"46","HALLMARK_E2F_TARGETS",0.0126906565427381,514,0.791708797380074,0.999999986276593,1,272235,94,194,0.772186728619138,0.99998291242,0.99998291242
"47","HALLMARK_PROTEIN_SECRETION",0.00915784483878251,316,0.674497344243521,0.999999999999977,1,266635,61,94,1.03418489661372,0.376017707661625,0.892332211696068
"48","HALLMARK_HYPOXIA",0.0207559614427185,825,0.776957987335951,0.99999999999999,1,252376,120,190,1.0065233506301,0.485802925451484,0.892332211696068
"49","HALLMARK_INTERFERON_GAMMA_RESPONSE",0.0162880648942216,583,0.699657519803021,1,1,198149,107,176,0.968874039692702,0.732625390216458,0.99998291242
"50","HALLMARK_INTERFERON_ALPHA_RESPONSE",0.00610062818190482,165,0.528683589522478,1,1,162912,46,83,0.88323434583404,0.931623104065257,0.99998291242
